time	Pump D:Actual flow [µL/min]
00:01:28.192	0.069
00:01:28.622	0.037
00:01:29.052	0.063
00:01:29.482	0.024
00:01:29.922	0.050
00:01:30.352	0.037
00:01:30.782	0.043
00:01:31.652	0.063
00:01:32.082	0.069
00:01:32.512	0.063
00:01:32.952	0.037
00:01:33.382	0.050
00:01:33.812	0.030
00:01:34.242	0.056
00:01:34.672	0.037
00:01:35.532	0.030
00:01:35.962	0.037
00:01:36.392	0.011
00:01:36.822	0.030
00:01:37.252	0.037
00:01:38.112	0.024
00:01:38.546	0.043
00:01:38.972	0.050
00:01:39.402	0.011
00:01:39.832	0.043
00:01:40.973	0.043
00:01:41.122	0.037
00:01:41.552	0.043
00:01:41.982	0.024
00:01:42.412	0.011
00:01:42.852	0.030
00:01:43.712	0.050
00:01:44.142	0.037
00:01:44.572	0.011
00:01:45.012	0.018
00:01:45.442	0.050
00:01:45.882	0.043
00:01:46.312	0.030
00:01:47.182	0.043
00:01:47.612	0.024
00:01:48.042	0.018
00:01:48.472	0.005
00:01:48.901	0.030
00:01:49.761	0.037
00:01:50.191	-0.002
00:01:50.621	0.018
00:01:51.051	0.030
00:01:51.481	0.037
00:01:51.911	0.030
00:01:52.341	0.024
00:01:54.061	-0.008
00:01:54.491	0.018
00:01:54.921	0.024
00:01:55.351	0.037
00:01:55.781	0.056
00:01:56.211	0.030
00:01:56.641	-0.002
00:01:57.071	0.011
00:01:57.501	0.037
00:01:58.371	0.030
00:01:58.801	0.024
00:01:59.231	0.018
00:01:59.661	0.011
00:02:00.091	0.024
00:02:00.951	0.037
00:02:01.446	0.030
00:02:01.891	-0.021
00:02:02.751	-0.008
00:02:03.181	-0.014
00:02:03.621	-0.002
00:02:04.051	-0.008
00:02:04.481	-0.002
00:02:04.911	0.011
00:02:06.201	-0.008
00:02:06.631	-0.014
00:02:07.116	-0.021
00:02:07.551	-0.008
00:02:07.981	0.024
00:02:08.411	-0.002
00:02:08.841	0.005
00:02:09.271	0.011
00:02:10.131	-0.008
00:02:10.561	-0.021
00:02:10.991	-0.002
00:02:11.421	-0.021
00:02:11.851	-0.014
00:02:12.281	-0.008
00:02:12.711	0.011
00:02:13.571	-0.002
00:02:13.991	0.024
00:02:14.421	-0.014
00:02:15.301	0.011
00:02:15.721	-0.014
00:02:16.151	-0.002
00:02:17.011	-0.008
00:02:17.441	0.011
00:02:17.881	-0.014
00:02:18.311	0.011
00:02:18.741	-0.002
00:02:19.170	0.005
00:02:19.610	-0.008
00:02:20.041	0.011
00:02:20.471	0.005
00:02:20.901	-0.027
00:02:21.331	-0.014
00:02:22.190	0.005
00:02:22.620	-0.002
00:02:23.050	-0.008
00:02:23.490	0.005
00:02:23.920	0.018
00:02:24.370	-0.008
00:02:24.800	0.005
00:02:25.230	0.011
00:02:25.660	-0.014
00:02:26.090	0.011
00:02:26.520	0.005
00:02:26.950	-0.014
00:02:27.850	0.005
00:02:28.280	-0.008
00:02:29.570	0.005
00:02:30.000	0.018
00:02:30.430	-0.008
00:02:30.860	0.005
00:02:31.720	-0.008
00:02:32.150	-0.002
00:02:33.000	0.024
00:02:33.430	-0.002
00:02:33.860	-0.014
00:02:34.290	-0.002
00:02:34.720	0.011
00:02:35.150	0.005
00:02:35.580	-0.002
00:02:36.010	0.018
00:02:36.440	-0.002
00:02:36.870	0.005
00:02:37.310	-0.002
00:02:37.740	0.011
00:02:38.170	0.005
00:02:38.600	0.011
00:02:39.460	-0.021
00:02:39.890	-0.008
00:02:40.320	-0.002
00:02:40.760	-0.008
00:02:41.190	-0.002
00:02:42.480	-0.008
00:02:42.910	-0.002
00:02:43.770	0.011
00:02:44.250	-0.014
00:02:44.670	-0.002
00:02:45.530	0.004
00:02:45.960	-0.002
00:02:46.390	-0.009
00:02:46.820	-0.015
00:02:47.250	0.004
00:02:47.680	0.010
00:02:48.120	0.004
00:02:48.550	0.010
00:02:48.980	0.004
00:02:49.410	-0.009
00:02:49.840	-0.022
00:02:50.260	0.017
00:02:50.690	-0.002
00:02:51.550	0.004
00:02:51.988	-0.009
00:02:52.420	0.004
00:02:53.280	-0.002
00:02:53.710	0.010
00:02:54.140	0.004
00:02:54.570	-0.002
00:02:54.999	0.010
00:02:55.430	-0.002
00:02:55.860	-0.015
00:02:56.290	-0.009
00:02:56.719	0.010
00:02:57.149	-0.009
00:02:57.579	0.010
00:02:58.879	-0.002
00:02:59.739	0.004
00:03:00.179	-0.015
00:03:00.609	-0.009
00:03:01.039	-0.002
00:03:01.469	-0.015
00:03:01.899	-0.009
00:03:02.329	-0.015
00:03:02.759	0.004
00:03:03.619	-0.002
00:03:04.049	0.010
00:03:04.479	-0.009
00:03:05.349	-0.002
00:03:05.779	-0.009
00:03:06.209	0.004
00:03:06.639	0.017
00:03:07.069	0.004
00:03:07.929	-0.009
00:03:08.359	-0.015
00:03:08.789	0.004
00:03:09.219	-0.002
00:03:09.649	-0.009
00:03:10.079	-0.002
00:03:11.221	-0.002
00:03:11.389	-0.022
00:03:11.819	-0.009
00:03:12.249	0.023
00:03:12.679	-0.002
00:03:13.109	-0.015
00:03:13.969	0.004
00:03:14.399	-0.002
00:03:14.829	-0.009
00:03:15.259	0.017
00:03:15.689	0.004
00:03:16.129	-0.002
00:03:17.301	-0.002
00:03:17.429	0.010
00:03:18.289	-0.002
00:03:19.331	-0.002
00:03:19.579	0.004
00:03:20.009	0.010
00:03:20.439	-0.015
00:03:20.869	0.017
00:03:21.299	-0.009
00:03:21.739	-0.015
00:03:22.169	-0.002
00:03:22.599	0.004
00:03:23.029	0.017
00:03:23.459	0.010
00:03:23.889	-0.022
00:03:24.319	-0.002
00:03:25.189	0.017
00:03:25.619	-0.009
00:03:26.478	0.004
00:03:26.909	-0.002
00:03:27.339	-0.015
00:03:27.769	-0.009
00:03:28.199	0.010
00:03:28.629	-0.002
00:03:29.059	0.004
00:03:29.488	-0.002
00:03:29.918	0.010
00:03:30.349	-0.002
00:03:31.208	-0.009
00:03:31.648	0.010
00:03:32.078	-0.002
00:03:32.508	0.004
00:03:32.938	0.010
00:03:33.788	-0.002
00:03:34.648	-0.015
00:03:35.078	0.010
00:03:35.508	0.004
00:03:36.368	0.010
00:03:37.238	-0.015
00:03:37.678	0.010
00:03:38.528	-0.002
00:03:38.948	0.004
00:03:39.378	-0.002
00:03:40.621	-0.002
00:03:40.658	0.004
00:03:41.088	-0.009
00:03:41.518	-0.015
00:03:41.948	-0.002
00:03:42.378	0.010
00:03:42.808	-0.009
00:03:43.238	-0.002
00:03:44.098	0.004
00:03:44.528	0.010
00:03:44.958	-0.002
00:03:45.818	0.004
00:03:46.678	-0.015
00:03:47.118	-0.002
00:03:47.968	0.004
00:03:48.388	-0.009
00:03:48.818	-0.015
00:03:49.248	-0.009
00:03:49.678	-0.015
00:03:50.118	-0.002
00:03:50.548	0.010
00:03:51.398	0.004
00:03:51.828	0.010
00:03:52.248	-0.002
00:03:52.668	-0.022
00:03:53.098	0.010
00:03:53.528	-0.009
00:03:53.948	0.004
00:03:54.378	0.010
00:03:55.228	0.004
00:03:56.068	0.010
00:03:56.488	0.004
00:03:56.908	-0.009
00:03:57.328	-0.015
00:03:57.751	0.017
00:03:58.188	-0.015
00:03:58.608	0.004
00:03:59.038	-0.002
00:03:59.468	0.004
00:03:59.898	-0.002
00:04:00.318	0.004
00:04:00.738	-0.015
00:04:01.158	-0.002
00:04:01.997	-0.009
00:04:02.418	0.010
00:04:03.278	0.004
00:04:03.698	0.010
00:04:04.117	-0.002
00:04:04.538	0.004
00:04:04.967	0.010
00:04:05.388	-0.009
00:04:06.227	0.023
00:04:06.647	-0.009
00:04:07.067	0.010
00:04:07.907	-0.002
00:04:08.327	0.023
00:04:08.747	0.004
00:04:09.167	-0.002
00:04:09.587	-0.015
00:04:10.017	0.010
00:04:10.867	0.004
00:04:11.287	-0.009
00:04:11.717	0.004
00:04:12.137	-0.002
00:04:12.557	0.010
00:04:12.977	0.004
00:04:13.397	0.010
00:04:13.817	-0.009
00:04:14.237	-0.002
00:04:14.657	0.010
00:04:15.497	0.004
00:04:15.917	-0.002
00:04:16.337	0.010
00:04:16.757	-0.015
00:04:17.177	0.004
00:04:17.597	-0.022
00:04:18.017	-0.002
00:04:18.437	0.004
00:04:18.857	-0.009
00:04:19.707	0.004
00:04:20.127	-0.009
00:04:20.547	0.010
00:04:21.807	-0.034
00:04:22.237	-0.015
00:04:22.657	-0.002
00:04:23.077	0.010
00:04:23.497	0.004
00:04:23.927	0.010
00:04:24.767	0.004
00:04:25.187	-0.009
00:04:25.607	-0.002
00:04:26.447	-0.015
00:04:26.867	-0.009
00:04:27.297	-0.002
00:04:27.717	0.017
00:04:28.137	-0.009
00:04:28.557	0.010
00:04:28.977	-0.009
00:04:29.397	-0.015
00:04:30.237	-0.009
00:04:30.657	0.004
00:04:31.077	-0.022
00:04:31.497	0.023
00:04:31.917	-0.002
00:04:32.337	0.017
00:04:32.757	0.010
00:04:33.187	-0.002
00:04:33.607	0.010
00:04:34.026	-0.009
00:04:34.446	-0.002
00:04:34.867	-0.009
00:04:35.287	0.004
00:04:35.707	-0.002
00:04:36.126	0.017
00:04:36.557	-0.002
00:04:36.977	-0.015
00:04:37.397	0.010
00:04:37.817	-0.002
00:04:38.236	-0.009
00:04:38.657	0.004
00:04:39.076	-0.002
00:04:39.496	0.004
00:04:39.916	0.010
00:04:40.366	-0.015
00:04:40.806	0.004
00:04:41.246	0.004
00:04:41.666	0.010
00:04:42.096	-0.009
00:04:42.539	0.004
00:04:42.996	0.030
00:04:43.456	-0.002
00:04:43.931	0.004
00:04:44.336	0.036
00:04:44.756	0.113
00:04:45.176	0.267
00:04:45.596	0.839
00:04:46.016	0.723
00:04:46.436	0.910
00:04:46.866	1.048
00:04:47.286	1.301
00:04:47.706	1.438
00:04:48.126	1.630
00:04:48.546	1.753
00:04:48.966	1.897
00:04:49.386	2.077
00:04:49.816	2.000
00:04:50.236	1.925
00:04:50.656	1.904
00:04:51.076	1.822
00:04:51.496	1.877
00:04:51.926	1.911
00:04:52.356	1.794
00:04:52.776	1.760
00:04:53.196	1.753
00:04:54.036	1.712
00:04:54.456	1.685
00:04:54.876	1.637
00:04:55.296	1.596
00:04:55.716	1.616
00:04:56.556	1.609
00:04:56.976	1.507
00:04:57.396	1.500
00:04:57.816	1.466
00:04:58.236	1.472
00:04:58.656	1.445
00:04:59.076	1.438
00:04:59.496	1.377
00:04:59.916	1.342
00:05:00.336	1.315
00:05:00.756	1.274
00:05:01.176	1.294
00:05:01.596	1.281
00:05:02.016	1.233
00:05:02.436	1.239
00:05:02.856	1.164
00:05:03.276	1.150
00:05:03.696	1.102
00:05:04.126	1.109
00:05:04.546	1.089
00:05:04.966	1.061
00:05:05.386	1.013
00:05:06.226	0.961
00:05:06.646	0.929
00:05:07.066	0.903
00:05:07.485	0.910
00:05:07.905	0.839
00:05:08.326	0.852
00:05:08.746	0.826
00:05:09.166	0.820
00:05:09.586	0.768
00:05:10.006	0.749
00:05:10.426	0.723
00:05:10.845	0.704
00:05:11.266	0.666
00:05:11.686	0.646
00:05:12.105	0.627
00:05:12.525	0.576
00:05:12.945	0.550
00:05:13.365	0.537
00:05:13.785	0.531
00:05:14.205	0.518
00:05:14.625	0.467
00:05:15.045	0.434
00:05:15.465	0.422
00:05:15.885	0.389
00:05:16.305	0.370
00:05:16.725	0.383
00:05:17.155	0.332
00:05:17.575	0.312
00:05:17.995	0.248
00:05:18.425	0.216
00:05:18.845	0.229
00:05:19.265	0.190
00:05:19.685	0.203
00:05:20.105	0.190
00:05:20.525	0.210
00:05:20.955	0.190
00:05:21.375	0.184
00:05:22.225	0.203
00:05:22.645	0.222
00:05:23.065	0.197
00:05:23.905	0.165
00:05:24.325	0.190
00:05:24.745	0.197
00:05:25.165	0.203
00:05:25.585	0.177
00:05:26.005	0.171
00:05:26.425	0.184
00:05:26.855	0.197
00:05:27.275	0.139
00:05:28.535	0.190
00:05:28.955	0.203
00:05:29.375	0.210
00:05:29.795	0.184
00:05:30.215	0.158
00:05:30.635	0.152
00:05:31.055	0.177
00:05:31.475	0.190
00:05:31.915	0.177
00:05:32.335	0.203
00:05:32.765	0.145
00:05:33.185	0.158
00:05:34.025	0.171
00:05:35.208	0.171
00:05:35.705	0.152
00:05:36.555	0.158
00:05:36.975	0.171
00:05:37.395	0.165
00:05:37.825	0.145
00:05:38.665	0.171
00:05:39.085	0.152
00:05:39.505	0.165
00:05:39.925	0.139
00:05:40.355	0.152
00:05:40.775	0.145
00:05:41.195	0.152
00:05:41.615	0.158
00:05:42.035	0.133
00:05:42.455	0.120
00:05:42.875	0.145
00:05:43.295	0.165
00:05:43.715	0.152
00:05:44.135	0.133
00:05:44.555	0.152
00:05:44.975	0.126
00:05:45.394	0.133
00:05:45.815	0.145
00:05:46.234	0.165
00:05:46.654	0.158
00:05:47.074	0.152
00:05:47.494	0.133
00:05:47.914	0.120
00:05:48.334	0.152
00:05:48.754	0.139
00:05:49.174	0.120
00:05:49.594	0.139
00:05:50.014	0.133
00:05:50.454	0.120
00:05:50.874	0.139
00:05:51.294	0.133
00:05:52.134	0.094
00:05:52.554	0.133
00:05:52.974	0.145
00:05:53.394	0.107
00:05:54.234	0.094
00:05:54.674	0.107
00:05:55.094	0.145
00:05:55.514	0.120
00:05:55.934	0.133
00:05:56.774	0.113
00:05:57.614	0.120
00:05:58.874	0.126
00:05:59.294	0.094
00:05:59.714	0.100
00:06:00.134	0.088
00:06:00.554	0.113
00:06:00.974	0.107
00:06:01.394	0.126
00:06:01.824	0.120
00:06:02.244	0.094
00:06:02.664	0.107
00:06:03.084	0.113
00:06:03.504	0.081
00:06:03.934	0.107
00:06:04.354	0.113
00:06:04.774	0.094
00:06:05.194	0.133
00:06:05.634	0.100
00:06:06.054	0.094
00:06:06.484	0.075
00:06:06.904	0.081
00:06:07.324	0.088
00:06:07.744	0.100
00:06:08.584	0.075
00:06:09.014	0.081
00:06:09.854	0.100
00:06:10.274	0.088
00:06:10.704	0.081
00:06:11.544	0.088
00:06:11.964	0.081
00:06:12.384	0.062
00:06:12.814	0.075
00:06:13.234	0.081
00:06:13.654	0.094
00:06:14.074	0.075
00:06:14.494	0.055
00:06:14.914	0.094
00:06:15.334	0.081
00:06:15.764	0.075
00:06:16.184	0.088
00:06:16.604	0.075
00:06:17.024	0.062
00:06:17.444	0.068
00:06:17.873	0.094
00:06:18.294	0.075
00:06:18.714	0.062
00:06:19.134	0.068
00:06:19.553	0.049
00:06:19.974	0.081
00:06:20.394	0.062
00:06:20.813	0.068
00:06:21.233	0.049
00:06:21.653	0.043
00:06:22.073	0.094
00:06:22.493	0.043
00:06:22.913	0.068
00:06:23.333	0.049
00:06:24.603	0.055
00:06:25.023	0.068
00:06:25.443	0.055
00:06:25.863	0.049
00:06:26.283	0.036
00:06:26.703	0.068
00:06:27.123	0.055
00:06:27.543	0.062
00:06:27.963	0.030
00:06:28.383	0.062
00:06:28.803	0.068
00:06:29.223	0.043
00:06:29.653	0.055
00:06:30.513	0.036
00:06:30.933	0.049
00:06:31.353	0.036
00:06:31.773	0.043
00:06:32.203	0.068
00:06:32.633	0.036
00:06:33.478	0.055
00:06:33.903	0.075
00:06:34.323	0.036
00:06:34.743	0.049
00:06:35.163	0.055
00:06:35.583	0.036
00:06:36.433	0.023
00:06:37.273	0.055
00:06:37.693	0.030
00:06:38.123	0.017
00:06:38.543	0.036
00:06:38.963	0.017
00:06:39.393	0.010
00:06:39.823	0.043
00:06:40.243	0.023
00:06:40.678	0.036
00:06:41.133	0.030
00:06:41.543	-0.015
00:06:41.973	0.023
00:06:42.393	0.036
00:06:42.823	0.010
00:06:43.243	0.030
00:06:43.673	0.062
00:06:44.103	0.023
00:06:44.553	0.010
00:06:44.973	0.036
00:06:45.413	0.010
00:06:46.263	0.004
00:06:46.688	0.023
00:06:47.113	0.010
00:06:47.543	0.017
00:06:47.993	0.010
00:06:48.413	0.017
00:06:48.843	0.004
00:06:49.272	-0.002
00:06:49.703	-0.028
00:06:50.133	-0.009
00:06:50.553	-0.015
00:06:50.982	-0.002
00:06:51.403	-0.015
00:06:51.843	0.004
00:06:52.263	-0.002
00:06:53.113	-0.009
00:06:53.533	-0.002
00:06:53.962	0.004
00:06:54.382	-0.009
00:06:54.817	-0.015
00:06:55.262	0.004
00:06:56.132	-0.002
00:06:56.572	0.017
00:06:57.002	0.010
00:06:57.422	-0.009
00:06:57.852	-0.015
00:06:58.692	0.017
00:06:59.112	-0.009
00:07:00.002	-0.002
00:07:00.432	0.017
00:07:00.852	-0.015
00:07:01.282	-0.009
00:07:01.712	0.004
00:07:02.152	-0.009
00:07:02.612	0.004
00:07:03.062	-0.002
00:07:03.922	-0.009
00:07:04.362	-0.002
00:07:04.807	0.017
00:07:05.662	-0.009
00:07:06.102	0.017
00:07:06.532	-0.002
00:07:06.962	0.004
00:07:07.397	-0.002
00:07:08.282	-0.009
00:07:09.142	0.004
00:07:10.442	-0.002
00:07:10.872	0.004
00:07:11.317	-0.009
00:07:11.762	0.010
00:07:12.712	0.010
