time	Pump C:Pump speed [µL/min]
00:01:03.563	17.149
00:01:03.993	18.356
00:01:04.423	20.170
00:01:04.853	21.035
00:01:05.283	20.692
00:01:05.713	19.874
00:01:06.143	18.931
00:01:06.573	18.951
00:01:07.003	19.919
00:01:07.433	21.534
00:01:07.873	20.695
00:01:08.303	20.533
00:01:08.733	18.801
00:01:09.162	18.953
00:01:09.598	19.116
00:01:10.023	19.930
00:01:10.453	21.527
00:01:10.883	21.027
00:01:11.313	20.582
00:01:11.743	18.911
00:01:12.172	19.304
00:01:12.603	19.801
00:01:13.033	20.508
00:01:13.463	20.374
00:01:13.893	20.663
00:01:14.333	19.312
00:01:14.763	18.883
00:01:15.192	18.931
00:01:15.622	18.970
00:01:16.053	21.164
00:01:16.482	21.354
00:01:16.912	20.835
00:01:17.342	19.408
00:01:17.772	18.321
00:01:18.202	18.582
00:01:18.642	19.369
00:01:19.072	19.912
00:01:19.502	20.456
00:01:19.932	20.597
00:01:20.362	20.298
00:01:20.792	20.007
00:01:21.222	19.908
00:01:21.652	19.387
00:01:22.082	19.282
00:01:22.512	19.690
00:01:22.942	21.374
00:01:23.372	21.229
00:01:23.812	19.407
00:01:24.242	19.436
00:01:24.672	19.149
00:01:25.102	21.015
00:01:25.532	21.586
00:01:25.962	21.553
00:01:26.402	20.045
00:01:26.832	18.812
00:01:27.262	19.704
00:01:27.692	20.092
00:01:28.122	20.985
00:01:28.552	21.428
00:01:28.982	20.442
00:01:29.412	20.014
00:01:29.852	19.252
00:01:30.282	18.914
00:01:30.712	18.124
00:01:31.152	20.685
00:01:31.582	20.853
00:01:32.012	21.210
00:01:32.442	19.540
00:01:32.872	19.003
00:01:33.312	18.818
00:01:33.742	18.659
00:01:34.172	19.559
00:01:34.602	19.912
00:01:35.032	21.247
00:01:35.462	20.774
00:01:35.892	20.945
00:01:36.322	19.357
00:01:36.752	19.421
00:01:37.182	19.353
00:01:37.612	21.313
00:01:38.042	21.279
00:01:38.472	21.350
00:01:38.902	20.456
00:01:39.332	18.377
00:01:39.762	19.479
00:01:40.192	20.127
00:01:40.622	20.529
00:01:41.052	20.987
00:01:41.482	20.766
00:01:41.912	20.124
00:01:42.342	18.568
00:01:42.782	18.651
00:01:43.212	19.122
00:01:43.642	21.586
00:01:44.072	21.170
00:01:44.502	21.372
00:01:44.942	19.596
00:01:45.372	19.029
00:01:45.812	18.846
00:01:46.242	20.498
00:01:46.676	21.005
00:01:47.111	21.640
00:01:47.542	19.075
00:01:47.972	18.998
00:01:48.402	18.226
00:01:48.832	18.355
00:01:49.262	18.992
00:01:49.691	21.622
00:01:50.121	21.322
00:01:50.552	21.355
00:01:50.981	19.311
00:01:51.411	19.253
00:01:51.841	20.537
00:01:52.271	21.355
00:01:52.701	21.659
00:01:53.131	19.676
00:01:53.561	20.254
00:01:53.991	19.189
00:01:54.422	19.131
00:01:54.851	20.954
00:01:55.281	21.196
00:01:55.711	21.946
00:01:56.141	19.149
00:01:56.571	19.102
00:01:57.001	19.069
00:01:57.431	18.783
00:01:57.871	20.267
00:01:58.301	21.120
00:01:58.731	21.134
00:01:59.161	20.627
00:01:59.591	18.831
00:02:00.021	18.597
00:02:00.451	18.607
00:02:00.881	18.291
00:02:01.326	19.836
00:02:01.821	0.000
00:02:07.343	0.000
00:02:07.481	-200.000
00:02:27.622	-200.000
00:02:27.780	0.000
00:04:40.449	0.000
00:04:40.736	60.000
00:04:42.479	60.000
00:04:42.916	0.000
00:04:44.266	3.108
00:04:44.686	8.993
00:04:45.106	10.991
00:04:45.526	13.291
00:04:45.946	14.114
00:04:46.366	14.104
00:04:46.796	14.658
00:04:47.216	17.496
00:04:47.636	17.836
00:04:48.056	19.693
00:04:48.476	20.532
00:04:48.896	22.648
00:04:49.316	21.027
00:04:49.746	18.751
00:04:50.166	18.439
00:04:50.586	18.540
00:04:51.006	19.151
00:04:51.426	18.696
00:04:51.856	18.541
00:04:52.281	18.947
00:04:52.706	19.093
00:04:53.126	17.945
00:04:53.546	17.863
00:04:53.966	17.858
00:04:54.386	18.444
00:04:54.806	17.994
00:04:55.226	18.436
00:04:55.646	17.767
00:04:56.066	17.647
00:04:56.486	17.492
00:04:56.906	18.915
00:04:57.326	16.566
00:04:57.746	17.950
00:04:58.166	17.524
00:04:58.586	17.870
00:04:59.006	17.836
00:04:59.426	17.671
00:04:59.846	17.528
00:05:00.266	18.934
00:05:00.686	18.767
00:05:01.106	18.924
00:05:01.526	18.943
00:05:01.946	18.163
00:05:02.366	20.316
00:05:02.786	19.487
00:05:03.206	20.540
00:05:03.626	20.000
00:05:04.056	20.010
00:05:04.476	19.743
00:05:04.896	18.419
00:05:05.316	18.579
00:05:05.736	18.516
00:05:06.156	19.646
00:05:06.576	18.395
00:05:06.996	18.652
00:05:07.416	18.973
00:05:07.840	19.459
00:05:08.256	19.839
00:05:08.676	20.787
00:05:09.096	20.720
00:05:09.515	20.680
00:05:09.935	19.196
00:05:10.356	19.702
00:05:10.776	18.528
00:05:11.195	18.535
00:05:11.615	18.569
00:05:12.036	20.324
00:05:12.456	19.185
00:05:12.876	20.900
00:05:13.295	21.006
00:05:13.715	20.684
00:05:14.135	20.497
00:05:14.555	19.697
00:05:14.975	19.167
00:05:15.395	17.985
00:05:15.815	18.468
00:05:16.235	18.589
00:05:16.655	18.964
00:05:17.085	20.606
00:05:17.505	21.097
00:05:17.925	20.690
00:05:18.355	20.462
00:05:18.775	20.080
00:05:19.195	19.826
00:05:19.615	19.297
00:05:20.035	19.362
00:05:20.455	19.785
00:05:20.885	20.126
00:05:21.305	20.346
00:05:21.735	20.132
00:05:22.155	20.580
00:05:22.575	19.069
00:05:22.995	18.900
00:05:23.415	18.535
00:05:23.835	19.242
00:05:24.255	17.755
00:05:24.675	17.309
00:05:25.095	17.278
00:05:25.515	17.312
00:05:25.935	18.493
00:05:26.355	17.436
00:05:26.785	18.073
00:05:27.205	17.703
00:05:27.625	17.769
00:05:28.045	17.467
00:05:28.465	18.322
00:05:28.885	18.093
00:05:29.305	17.669
00:05:29.725	17.114
00:05:30.145	16.610
00:05:30.565	16.106
00:05:30.985	16.216
00:05:31.405	15.905
00:05:31.845	15.947
00:05:32.265	15.766
00:05:32.695	15.929
00:05:33.115	15.762
00:05:33.535	16.896
00:05:33.955	16.052
00:05:34.375	17.406
00:05:34.795	16.145
00:05:35.215	17.623
00:05:35.635	17.897
00:05:36.055	18.045
00:05:36.485	17.800
00:05:36.905	17.787
00:05:37.325	16.958
00:05:37.755	15.851
00:05:38.175	16.354
00:05:38.595	15.779
00:05:39.015	15.312
00:05:39.435	15.522
00:05:39.855	15.903
00:05:40.275	15.685
00:05:40.705	16.648
00:05:41.125	16.586
00:05:41.545	15.809
00:05:41.965	15.256
00:05:42.385	14.995
00:05:42.805	14.761
00:05:43.225	14.595
00:05:43.645	15.651
00:05:44.064	16.609
00:05:44.485	16.019
00:05:44.905	14.892
00:05:45.325	13.377
00:05:45.745	14.113
00:05:46.165	14.289
00:05:46.584	15.577
00:05:47.005	14.518
00:05:47.424	13.489
00:05:47.844	13.643
00:05:48.264	14.068
00:05:48.684	15.329
00:05:49.104	13.950
00:05:49.524	12.608
00:05:49.944	13.218
00:05:50.384	14.723
00:05:50.804	14.588
00:05:51.224	13.169
00:05:51.644	12.952
00:05:52.064	13.707
00:05:52.484	14.877
00:05:52.904	13.686
00:05:53.324	13.009
00:05:53.744	13.671
00:05:54.164	14.381
00:05:54.604	13.808
00:05:55.024	13.223
00:05:55.444	12.685
00:05:55.864	13.726
00:05:56.284	13.331
00:05:56.704	12.452
00:05:57.124	13.808
00:05:57.544	13.774
00:05:57.964	12.776
00:05:58.384	12.078
00:05:58.804	13.489
00:05:59.224	13.020
00:05:59.644	12.001
00:06:00.064	12.141
00:06:00.484	13.425
00:06:00.904	11.802
00:06:01.324	11.549
00:06:01.754	12.951
00:06:02.174	11.788
00:06:02.594	11.230
00:06:03.014	12.779
00:06:03.434	11.320
00:06:03.864	11.211
00:06:04.284	12.449
00:06:04.704	11.131
00:06:05.124	11.080
00:06:05.564	12.352
00:06:05.984	10.715
00:06:06.414	11.291
00:06:06.834	11.422
00:06:07.254	10.416
00:06:07.674	11.631
00:06:08.094	10.722
00:06:08.514	10.489
00:06:08.944	11.588
00:06:09.364	10.341
00:06:09.784	11.181
00:06:10.204	10.240
00:06:10.634	10.087
00:06:11.054	10.978
00:06:11.474	9.568
00:06:11.894	11.177
00:06:12.314	9.753
00:06:12.746	10.225
00:06:13.164	10.041
00:06:13.584	9.498
00:06:14.004	10.207
00:06:14.424	9.238
00:06:14.843	10.459
00:06:15.264	9.036
00:06:15.694	10.146
00:06:16.114	9.061
00:06:16.533	10.065
00:06:16.954	9.037
00:06:17.374	9.473
00:06:17.794	9.172
00:06:18.224	9.135
00:06:18.644	8.922
00:06:19.064	9.110
00:06:19.483	8.882
00:06:19.904	8.717
00:06:20.324	8.984
00:06:20.744	8.798
00:06:21.164	8.433
00:06:21.583	8.859
00:06:22.003	8.408
00:06:22.424	8.604
00:06:22.843	8.011
00:06:23.263	8.900
00:06:23.683	7.905
00:06:24.108	8.898
00:06:24.533	7.650
00:06:24.953	8.620
00:06:25.373	7.517
00:06:25.793	7.965
00:06:26.213	7.509
00:06:26.633	7.541
00:06:27.053	8.209
00:06:27.473	7.210
00:06:27.893	8.167
00:06:28.313	6.793
00:06:28.733	7.374
00:06:29.153	7.415
00:06:29.583	6.840
00:06:30.013	7.733
00:06:30.443	6.532
00:06:30.863	6.806
00:06:31.283	7.271
00:06:31.703	6.458
00:06:32.133	7.052
00:06:32.563	6.117
00:06:32.983	6.088
00:06:33.403	7.001
00:06:33.833	5.956
00:06:34.253	5.817
00:06:34.673	6.502
00:06:35.093	5.550
00:06:35.513	5.701
00:06:35.933	6.501
00:06:36.363	5.548
00:06:36.783	5.666
00:06:37.203	6.456
00:06:37.623	5.274
00:06:38.053	5.155
00:06:38.473	5.940
00:06:38.893	5.098
00:06:39.323	5.033
00:06:39.753	5.591
00:06:40.173	5.091
00:06:40.603	4.804
00:06:41.033	4.783
00:06:41.473	5.454
00:06:41.903	4.615
00:06:42.323	4.523
00:06:42.753	4.879
00:06:43.173	4.680
00:06:43.603	4.061
00:06:44.033	4.221
00:06:44.478	4.673
00:06:44.903	4.679
00:06:45.343	4.121
00:06:45.768	3.834
00:06:46.193	4.295
00:06:46.613	4.224
00:06:47.043	3.676
00:06:47.473	3.672
00:06:47.918	3.851
00:06:48.343	4.288
00:06:48.768	3.827
00:06:49.203	0.000
00:07:12.733	0.000
