time	Pump HP:Actual flow [µL/min]
00:00:46.573	4.476
00:00:47.003	4.474
00:00:48.244	4.474
00:00:48.448	4.468
00:00:48.918	4.874
00:00:49.363	5.335
00:00:49.793	5.509
00:00:50.223	5.515
00:00:51.093	5.515
00:00:51.533	5.515
00:00:51.963	5.513
00:00:52.393	5.485
00:00:52.823	5.400
00:00:53.253	5.242
00:00:53.683	5.048
00:00:54.113	4.910
00:00:54.543	4.801
00:00:54.978	4.710
00:00:55.413	4.655
00:00:55.843	4.583
00:00:56.273	4.547
00:00:56.703	4.521
00:00:57.138	4.495
00:00:57.573	4.474
00:00:58.003	4.464
00:00:58.433	4.441
00:00:58.863	4.435
00:00:59.303	4.421
00:00:59.733	4.412
00:01:00.163	4.403
00:01:00.608	4.397
00:01:01.093	4.317
00:01:01.983	4.473
00:01:02.413	4.490
00:01:02.843	4.497
00:01:03.273	4.513
00:01:03.703	4.514
00:01:04.133	4.512
00:01:04.563	4.515
00:01:04.993	4.516
00:01:05.423	4.506
00:01:05.853	4.504
00:01:06.283	4.516
00:01:06.713	4.503
00:01:07.143	4.507
00:01:07.578	4.503
00:01:08.013	4.515
00:01:08.443	4.500
00:01:08.873	4.509
00:01:09.303	4.510
00:01:09.733	4.509
00:01:10.162	4.504
00:01:10.593	4.500
00:01:11.023	4.506
00:01:11.453	4.496
00:01:11.883	4.505
00:01:12.313	4.502
00:01:12.743	4.498
00:01:13.173	4.505
00:01:13.602	4.499
00:01:14.033	4.505
00:01:14.473	4.498
00:01:14.903	4.505
00:01:15.333	4.511
00:01:15.762	4.499
00:01:16.193	4.506
00:01:16.622	4.501
00:01:17.052	4.502
00:01:17.482	4.498
00:01:17.912	4.508
00:01:18.352	4.497
00:01:18.782	4.498
00:01:19.212	4.509
00:01:19.642	4.491
00:01:20.072	4.505
00:01:20.502	4.512
00:01:20.932	4.496
00:01:21.362	4.501
00:01:21.792	4.510
00:01:22.222	4.501
00:01:22.652	4.504
00:01:23.082	4.501
00:01:23.512	4.507
00:01:23.952	4.506
00:01:24.382	4.496
00:01:24.812	4.496
00:01:25.242	4.513
00:01:25.672	4.498
00:01:26.102	4.494
00:01:26.542	4.499
00:01:26.972	4.494
00:01:27.408	4.496
00:01:27.832	4.505
00:01:28.262	4.501
00:01:28.692	4.484
00:01:29.122	4.465
00:01:29.552	4.453
00:01:29.992	4.419
00:01:30.422	4.412
00:01:30.860	4.378
00:01:31.292	4.355
00:01:31.722	4.338
00:01:32.152	4.309
00:01:32.582	4.287
00:01:33.022	4.266
00:01:33.452	4.235
00:01:33.882	4.217
00:01:34.312	4.200
00:01:34.742	4.163
00:01:35.172	4.154
00:01:35.602	4.123
00:01:36.032	4.111
00:01:36.462	4.083
00:01:36.892	4.065
00:01:37.322	4.046
00:01:37.752	4.019
00:01:38.182	3.999
00:01:38.612	3.981
00:01:39.042	3.954
00:01:39.472	3.931
00:01:39.902	3.908
00:01:40.332	3.886
00:01:40.762	3.870
00:01:41.192	3.842
00:01:41.622	3.823
00:01:42.052	3.800
00:01:42.482	3.782
00:01:42.922	3.762
00:01:43.352	3.733
00:01:43.782	3.718
00:01:44.212	3.694
00:01:44.659	3.672
00:01:45.081	3.648
00:01:45.512	3.625
00:01:45.952	3.603
00:01:46.382	3.583
00:01:46.822	3.557
00:01:47.252	3.534
00:01:47.682	3.519
00:01:48.111	3.490
00:01:48.542	3.466
00:01:48.971	3.451
00:01:49.402	3.427
00:01:49.831	3.404
00:01:50.261	3.384
00:01:50.691	3.364
00:01:51.121	3.341
00:01:51.551	3.320
00:01:51.981	3.300
00:01:52.411	3.277
00:01:52.841	3.258
00:01:53.271	3.241
00:01:53.701	3.212
00:01:54.131	3.193
00:01:54.561	3.172
00:01:54.991	3.146
00:01:55.421	3.130
00:01:55.851	3.108
00:01:56.281	3.083
00:01:56.711	3.064
00:01:57.141	3.045
00:01:57.571	3.026
00:01:58.011	2.998
00:01:58.441	2.977
00:01:58.871	2.955
00:01:59.301	2.931
00:01:59.731	2.913
00:02:00.161	2.895
00:02:00.591	2.873
00:02:01.021	2.851
00:02:01.526	2.823
00:02:01.961	2.804
00:02:02.391	2.779
00:02:02.821	2.759
00:02:03.251	2.739
00:02:03.691	2.718
00:02:04.121	2.696
00:02:04.551	2.676
00:02:04.981	2.652
00:02:05.411	2.629
00:02:05.841	2.606
00:02:06.271	2.590
00:02:06.716	2.564
00:02:07.196	2.542
00:02:07.621	2.522
00:02:08.051	2.502
00:02:08.481	2.476
00:02:08.911	2.458
00:02:09.341	2.441
00:02:09.771	2.426
00:02:10.201	2.408
00:02:10.631	2.390
00:02:11.061	2.364
00:02:11.491	2.329
00:02:11.921	2.301
00:02:12.351	2.279
00:02:12.781	2.254
00:02:13.211	2.231
00:02:13.651	2.211
00:02:14.061	2.191
00:02:14.496	2.168
00:02:14.931	2.150
00:02:15.371	2.131
00:02:15.791	2.110
00:02:16.221	2.091
00:02:16.651	2.071
00:02:17.081	2.046
00:02:17.516	2.030
00:02:17.951	2.007
00:02:18.381	1.988
00:02:18.811	1.977
00:02:19.241	1.969
00:02:19.681	1.961
00:02:20.111	1.953
00:02:20.541	1.959
00:02:20.971	1.966
00:02:21.401	1.970
00:02:21.831	1.976
00:02:22.261	1.982
00:02:22.691	1.984
00:02:23.125	1.985
00:02:23.560	1.991
00:02:23.990	1.992
00:02:24.440	2.002
00:02:24.870	2.005
00:02:25.300	2.007
00:02:25.730	2.005
00:02:26.160	2.001
00:02:26.590	2.000
00:02:27.025	2.000
00:02:27.470	1.996
00:02:27.920	1.996
00:02:28.350	1.993
00:02:28.780	1.995
00:02:29.210	1.997
00:02:29.640	1.997
00:02:30.070	1.996
00:02:30.500	1.995
00:02:30.930	1.997
00:02:31.360	1.994
00:02:31.790	1.996
00:02:32.220	1.993
00:02:32.650	2.000
00:02:33.070	1.998
00:02:33.500	2.000
00:02:33.930	1.999
00:02:34.360	2.003
00:02:34.790	1.998
00:02:35.650	1.994
00:02:36.080	1.997
00:02:36.510	1.996
00:02:36.940	1.994
00:02:37.380	2.001
00:02:37.810	2.003
00:02:38.240	2.000
00:02:38.670	1.999
00:02:39.100	2.003
00:02:39.530	2.001
00:02:39.960	2.003
00:02:40.390	1.998
00:02:40.830	2.002
00:02:41.260	1.998
00:02:41.690	1.997
00:02:42.120	1.997
00:02:42.550	1.997
00:02:42.980	2.000
00:02:43.410	1.997
00:02:43.850	2.003
00:02:44.330	1.999
00:02:44.740	1.997
00:02:45.170	1.998
00:02:45.600	2.000
00:02:46.030	1.998
00:02:46.460	1.997
00:02:46.890	2.003
00:02:47.320	2.000
00:02:48.190	1.998
00:02:48.620	2.002
00:02:49.050	1.998
00:02:49.480	1.997
00:02:49.910	2.001
00:02:50.330	2.000
00:02:50.760	2.000
00:02:51.190	2.000
00:02:51.619	2.000
00:02:52.060	2.000
00:02:52.490	1.999
00:02:52.920	2.004
00:02:53.350	1.999
00:02:53.780	2.002
00:02:54.210	1.999
00:02:54.639	2.002
00:02:55.069	1.999
00:02:55.500	1.998
00:02:55.930	2.002
00:02:56.360	1.999
00:02:56.790	1.999
00:02:57.219	1.998
00:02:57.649	2.000
00:02:58.084	2.000
00:02:58.519	1.996
00:02:58.949	2.004
00:02:59.379	1.998
00:02:59.809	1.999
00:03:00.249	1.998
00:03:00.679	2.002
00:03:01.539	1.998
00:03:01.969	2.002
00:03:02.399	2.001
00:03:02.829	2.000
00:03:03.259	1.999
00:03:03.689	1.999
00:03:04.119	2.000
00:03:04.549	1.999
00:03:04.979	2.004
00:03:05.419	1.999
00:03:05.849	1.999
00:03:06.279	2.001
00:03:06.709	2.000
00:03:07.139	2.001
00:03:07.569	1.998
00:03:07.999	2.003
00:03:08.429	2.000
00:03:08.859	1.998
00:03:09.289	1.999
00:03:09.719	2.000
00:03:10.149	1.999
00:03:10.579	1.999
00:03:11.029	2.003
00:03:11.459	1.999
00:03:11.889	1.999
00:03:12.319	1.998
00:03:12.749	2.000
00:03:13.179	1.998
00:03:13.609	1.997
00:03:14.039	2.001
00:03:14.469	2.001
00:03:14.899	2.000
00:03:15.329	1.998
00:03:15.759	2.002
00:03:16.199	2.000
00:03:16.629	1.999
00:03:17.069	2.002
00:03:17.499	1.998
00:03:17.929	2.000
00:03:18.359	1.998
00:03:18.789	1.999
00:03:19.219	1.999
00:03:19.649	1.998
00:03:20.079	2.003
00:03:20.509	1.999
00:03:20.939	2.000
00:03:21.809	2.000
00:03:22.239	2.002
00:03:22.669	1.998
00:03:23.099	2.005
00:03:23.529	1.999
00:03:24.389	1.999
00:03:24.829	1.999
00:03:25.259	1.999
00:03:25.689	1.998
00:03:26.118	2.002
00:03:26.549	1.999
00:03:26.979	2.001
00:03:27.409	2.000
00:03:27.839	1.999
00:03:28.269	1.999
00:03:28.699	1.998
00:03:29.128	2.004
00:03:29.558	1.999
00:03:29.989	1.998
00:03:30.419	2.000
00:03:30.848	1.999
00:03:31.278	1.997
00:03:31.718	1.999
00:03:32.148	2.003
00:03:32.578	2.000
00:03:33.008	1.997
00:03:33.429	2.004
00:03:33.858	1.999
00:03:34.288	2.000
00:03:34.718	1.997
00:03:35.148	2.000
00:03:35.578	2.002
00:03:36.008	1.999
00:03:36.438	2.005
00:03:36.878	2.002
00:03:37.308	2.000
00:03:37.748	2.000
00:03:38.168	1.999
00:03:38.598	2.002
00:03:39.018	1.995
00:03:39.448	2.000
00:03:39.868	1.998
00:03:40.298	1.998
00:03:40.728	2.001
00:03:41.158	1.999
00:03:41.588	1.998
00:03:42.018	1.999
00:03:42.448	2.002
00:03:42.878	2.000
00:03:43.309	1.997
00:03:43.738	2.001
00:03:44.168	2.002
00:03:44.598	2.000
00:03:45.028	1.999
00:03:45.458	2.002
00:03:45.888	2.000
00:03:46.318	1.996
00:03:46.748	2.000
00:03:47.188	1.999
00:03:47.608	1.999
00:03:48.038	2.002
00:03:48.458	1.999
00:03:48.888	2.002
00:03:49.318	1.998
00:03:49.748	2.000
00:03:50.188	2.001
00:03:50.618	1.999
00:03:51.038	2.004
00:03:51.468	2.000
00:03:51.898	2.002
00:03:52.318	1.999
00:03:52.738	2.000
00:03:53.168	2.001
00:03:53.598	1.998
00:03:54.018	2.002
00:03:54.448	2.002
00:03:54.878	1.997
00:03:55.298	1.997
00:03:55.718	1.999
00:03:56.138	1.998
00:03:56.558	1.998
00:03:56.978	2.000
00:03:57.398	2.000
00:03:57.826	2.002
00:03:58.258	1.999
00:03:58.678	2.002
00:03:59.108	2.003
00:03:59.538	1.999
00:03:59.968	2.004
00:04:00.388	1.999
00:04:00.808	2.001
00:04:01.228	1.999
00:04:02.068	2.002
00:04:02.488	2.000
00:04:02.918	2.002
00:04:03.348	2.000
00:04:03.767	1.998
00:04:04.187	2.000
00:04:04.607	2.002
00:04:05.037	2.002
00:04:05.457	1.998
00:04:05.877	2.001
00:04:06.297	2.002
00:04:06.717	2.000
00:04:07.137	1.999
00:04:07.557	2.000
00:04:07.977	2.000
00:04:08.397	1.997
00:04:08.817	2.004
00:04:09.237	2.001
00:04:09.657	2.003
00:04:10.097	1.999
00:04:10.517	2.000
00:04:10.937	2.002
00:04:11.357	1.998
00:04:11.787	2.000
00:04:12.207	2.000
00:04:12.627	1.998
00:04:13.047	2.000
00:04:13.467	2.001
00:04:13.887	1.999
00:04:14.307	1.997
00:04:14.727	2.003
00:04:15.147	1.999
00:04:15.987	1.998
00:04:16.407	2.002
00:04:16.827	1.999
00:04:17.247	1.998
00:04:17.667	1.999
00:04:18.087	1.999
00:04:18.507	2.000
00:04:18.927	1.998
00:04:19.357	2.002
00:04:19.777	2.000
00:04:20.197	1.998
00:04:20.617	1.999
00:04:21.037	2.002
00:04:21.457	2.001
00:04:21.877	1.998
00:04:22.307	2.004
00:04:22.727	2.002
00:04:23.147	2.000
00:04:23.567	1.999
00:04:23.997	2.003
00:04:24.417	2.000
00:04:24.837	1.997
00:04:25.257	2.003
00:04:25.677	1.999
00:04:26.517	1.995
00:04:26.947	2.000
00:04:27.367	2.001
00:04:27.787	1.999
00:04:28.207	2.000
00:04:28.627	2.002
00:04:29.047	2.000
00:04:29.467	1.999
00:04:29.887	2.005
00:04:30.307	2.002
00:04:30.727	2.000
00:04:31.147	2.002
00:04:31.567	2.002
00:04:31.987	2.002
00:04:32.407	1.998
00:04:32.827	2.002
00:04:33.257	1.998
00:04:33.677	2.000
00:04:34.096	1.999
00:04:34.516	2.001
00:04:34.937	2.001
00:04:35.357	1.996
00:04:35.776	2.003
00:04:36.197	1.998
00:04:36.627	2.000
00:04:37.046	1.999
00:04:37.466	2.002
00:04:37.887	2.002
00:04:38.307	1.998
00:04:38.727	2.005
00:04:39.146	2.003
00:04:39.566	2.002
00:04:39.986	2.000
00:04:40.446	2.001
00:04:40.891	1.998
00:04:41.326	1.995
00:04:41.746	2.000
00:04:42.176	1.998
00:04:42.626	1.999
00:04:43.076	2.000
00:04:43.540	2.001
00:04:43.986	2.003
00:04:44.406	1.998
00:04:44.826	2.003
00:04:45.246	2.000
00:04:45.666	1.998
00:04:46.086	1.999
00:04:46.506	2.001
00:04:47.356	1.997
00:04:47.776	2.002
00:04:48.196	1.998
00:04:48.616	1.999
00:04:49.036	1.998
00:04:49.456	1.998
00:04:49.886	2.001
00:04:50.306	1.998
00:04:50.726	2.005
00:04:51.146	1.999
00:04:51.566	2.000
00:04:51.996	2.000
00:04:53.266	1.998
00:04:53.686	2.004
00:04:54.106	2.000
00:04:54.526	2.002
00:04:54.946	1.998
00:04:55.366	2.002
00:04:55.786	1.999
00:04:56.206	1.999
00:04:56.626	2.002
00:04:57.046	1.998
00:04:57.466	2.000
00:04:57.886	1.997
00:04:58.306	2.003
00:04:58.726	1.998
00:04:59.146	2.002
00:04:59.566	2.000
00:05:00.406	2.001
00:05:00.826	1.999
00:05:01.246	2.000
00:05:01.666	1.998
00:05:02.086	2.001
00:05:02.506	1.998
00:05:02.926	2.003
00:05:03.346	2.000
00:05:03.766	1.999
00:05:04.196	1.999
00:05:04.616	2.000
00:05:05.036	2.002
00:05:05.456	1.996
00:05:05.876	2.001
00:05:06.296	2.001
00:05:06.716	2.000
00:05:07.136	2.000
00:05:07.556	2.002
00:05:07.976	2.000
00:05:08.396	1.998
00:05:08.816	2.001
00:05:09.236	1.998
00:05:09.655	2.002
00:05:10.076	1.998
00:05:10.495	2.005
00:05:10.925	1.997
00:05:11.336	1.999
00:05:11.755	1.999
00:05:12.176	2.002
00:05:12.595	2.001
00:05:13.015	1.998
00:05:13.436	2.001
00:05:13.855	2.000
00:05:14.275	1.998
00:05:14.695	1.998
00:05:15.115	2.001
00:05:15.535	2.000
00:05:16.375	2.000
00:05:16.795	2.000
00:05:17.225	2.001
00:05:17.645	1.996
00:05:18.075	2.004
00:05:18.495	1.999
00:05:18.915	2.002
00:05:19.335	2.000
00:05:19.755	2.002
00:05:20.175	1.996
00:05:20.595	1.999
00:05:21.025	2.003
00:05:21.445	1.998
00:05:21.875	2.001
00:05:22.295	1.999
00:05:22.715	2.003
00:05:23.135	1.999
00:05:23.555	1.997
00:05:23.975	2.003
00:05:24.395	1.998
00:05:24.815	2.001
00:05:25.235	1.997
00:05:25.655	2.002
00:05:26.075	1.998
00:05:26.495	2.000
00:05:26.925	2.001
00:05:27.345	2.002
00:05:27.765	2.002
00:05:28.185	2.000
00:05:28.605	2.003
00:05:29.025	1.997
00:05:29.445	1.998
00:05:29.865	1.999
00:05:30.285	2.001
00:05:30.705	2.000
00:05:31.125	1.998
00:05:31.545	2.005
00:05:31.985	2.000
00:05:32.405	2.001
00:05:32.835	1.998
00:05:33.255	2.000
00:05:33.675	1.998
00:05:34.095	1.998
00:05:34.515	2.000
00:05:34.935	2.003
00:05:35.355	2.000
00:05:35.775	1.997
00:05:36.200	2.002
00:05:36.625	1.999
00:05:37.045	2.000
00:05:37.465	1.997
00:05:37.895	2.002
00:05:38.315	2.000
00:05:38.735	1.999
00:05:39.155	2.002
00:05:39.575	1.997
00:05:39.994	1.997
00:05:40.425	2.001
00:05:40.845	2.005
00:05:41.265	2.003
00:05:41.685	1.999
00:05:42.105	2.002
00:05:42.525	2.001
00:05:42.945	2.000
00:05:43.364	1.998
00:05:43.785	2.003
00:05:44.205	1.999
00:05:44.625	1.999
00:05:45.044	2.002
00:05:45.465	2.001
00:05:45.885	2.003
00:05:46.305	1.997
00:05:46.725	2.003
00:05:47.144	1.998
00:05:47.984	2.000
00:05:48.404	2.000
00:05:48.824	2.002
00:05:49.244	1.998
00:05:49.664	2.001
00:05:50.099	2.001
00:05:50.524	2.000
00:05:50.944	1.999
00:05:51.364	2.001
00:05:51.784	1.999
00:05:52.204	1.998
00:05:52.624	2.001
00:05:53.044	2.000
00:05:53.464	2.002
00:05:53.884	1.998
00:05:54.304	2.004
00:05:54.744	1.999
00:05:55.164	2.000
00:05:55.584	2.000
00:05:56.424	2.002
00:05:56.844	1.997
00:05:57.264	2.002
00:05:57.684	1.999
00:05:58.104	2.001
00:05:58.524	2.002
00:05:58.944	2.001
00:05:59.364	2.002
00:05:59.784	2.000
00:06:00.204	2.005
00:06:00.624	2.000
00:06:01.044	2.003
00:06:01.464	1.999
00:06:01.894	2.002
00:06:02.314	1.997
00:06:02.734	1.999
00:06:03.574	2.001
00:06:04.004	2.000
00:06:04.424	1.998
00:06:04.844	2.002
00:06:05.264	2.000
00:06:05.704	1.999
00:06:06.124	2.000
00:06:06.554	2.001
00:06:06.974	2.003
00:06:07.394	1.999
00:06:07.814	2.004
00:06:08.234	1.999
00:06:08.654	2.003
00:06:09.084	1.997
00:06:09.504	2.001
00:06:09.924	2.000
00:06:10.344	1.997
00:06:10.774	2.000
00:06:11.194	1.999
00:06:11.614	2.000
00:06:12.034	1.998
00:06:12.454	2.004
00:06:12.884	2.000
00:06:13.304	1.998
00:06:13.724	2.000
00:06:14.144	2.000
00:06:14.564	2.000
00:06:14.984	1.997
00:06:15.404	1.999
00:06:15.833	2.001
00:06:16.254	1.999
00:06:16.674	2.000
00:06:17.094	2.002
00:06:17.513	1.997
00:06:17.944	1.999
00:06:18.364	2.000
00:06:18.784	1.999
00:06:19.204	2.002
00:06:19.623	1.998
00:06:20.043	2.002
00:06:20.464	2.000
00:06:20.883	1.999
00:06:21.303	2.002
00:06:21.723	2.002
00:06:22.143	2.000
00:06:22.563	2.001
00:06:22.983	2.004
00:06:23.403	2.000
00:06:23.823	2.000
00:06:24.253	1.998
00:06:24.673	2.003
00:06:25.093	1.999
00:06:25.933	2.002
00:06:26.353	1.999
00:06:26.773	1.999
00:06:27.193	1.997
00:06:27.613	2.003
00:06:28.033	2.002
00:06:28.453	2.001
00:06:28.873	1.998
00:06:29.298	2.002
00:06:29.733	1.998
00:06:30.153	1.999
00:06:30.583	1.998
00:06:31.003	2.001
00:06:31.423	1.998
00:06:31.848	1.998
00:06:32.278	2.002
00:06:32.703	1.999
00:06:33.123	2.001
00:06:33.553	1.998
00:06:33.973	2.005
00:06:34.393	2.003
00:06:34.813	2.002
00:06:35.233	2.001
00:06:35.653	2.001
00:06:36.073	1.999
00:06:36.503	1.998
00:06:36.923	2.000
00:06:37.343	2.002
00:06:37.763	2.000
00:06:38.193	1.998
00:06:38.613	2.004
00:06:39.033	2.001
00:06:39.468	2.002
00:06:39.893	1.999
00:06:40.318	2.011
00:06:40.753	2.044
00:06:41.193	2.095
00:06:41.613	2.137
00:06:42.043	2.199
00:06:42.463	2.252
00:06:42.893	2.301
00:06:43.318	2.359
00:06:43.743	2.428
00:06:44.173	2.482
00:06:44.623	2.546
00:06:45.048	2.601
00:06:45.483	2.651
00:06:45.913	2.716
00:06:46.333	2.770
00:06:46.763	2.823
00:06:47.188	2.879
00:06:47.613	2.933
00:06:48.063	2.990
00:06:48.483	3.052
00:06:48.913	3.101
00:06:49.342	3.150
00:06:49.778	3.215
00:06:50.203	3.266
00:06:50.623	3.314
00:06:51.052	3.375
00:06:51.478	3.423
00:06:51.913	3.477
00:06:52.332	3.535
00:06:52.752	3.589
00:06:53.183	3.638
00:06:53.603	3.703
00:06:54.032	3.750
00:06:54.457	3.804
00:06:54.892	3.856
00:06:55.337	3.912
00:06:55.777	3.961
00:06:56.207	4.025
00:06:56.642	4.069
00:06:57.072	4.128
00:06:57.492	4.185
00:06:57.922	4.235
00:06:58.342	4.298
00:06:58.762	4.340
00:06:59.187	4.402
00:06:59.632	4.463
00:07:00.072	4.518
00:07:00.502	4.544
00:07:00.922	4.552
00:07:01.352	4.563
00:07:01.787	4.559
00:07:02.227	4.568
00:07:02.687	4.556
00:07:03.132	4.549
00:07:03.567	4.552
00:07:03.997	4.553
00:07:04.432	4.537
00:07:04.887	4.526
00:07:05.312	4.529
00:07:05.737	4.536
00:07:06.177	4.530
00:07:06.602	4.541
00:07:07.032	4.520
00:07:07.477	4.522
00:07:07.917	4.530
00:07:08.352	4.514
00:07:08.787	4.516
00:07:09.217	4.510
00:07:09.647	4.514
00:07:10.087	4.514
00:07:10.512	4.523
00:07:10.947	4.507
00:07:11.397	4.522
00:07:11.832	4.507
