time	Pump HP:Pump speed [µL/min]
00:02:44.740	2.012
00:02:45.170	1.985
00:02:45.600	1.937
00:02:46.030	2.018
00:02:46.460	2.040
00:02:46.890	1.869
00:02:47.320	1.977
00:02:47.750	1.978
00:02:48.190	2.018
00:02:48.620	1.924
00:02:49.050	2.040
00:02:49.480	2.059
00:02:49.910	1.955
00:02:50.330	1.985
00:02:50.760	1.987
00:02:51.190	2.004
00:02:51.619	1.991
00:02:52.060	2.003
00:02:52.490	2.042
00:02:52.920	1.883
00:02:53.350	2.036
00:02:53.780	1.945
00:02:54.210	2.035
00:02:54.639	1.944
00:02:55.069	2.025
00:02:55.500	2.073
00:02:55.930	1.962
00:02:56.360	2.033
00:02:56.790	2.021
00:02:57.219	2.048
00:02:57.649	1.997
00:02:58.084	2.007
00:02:58.519	2.104
00:02:58.949	1.886
00:02:59.380	2.056
00:02:59.809	2.037
00:03:00.249	2.060
00:03:00.679	1.957
00:03:01.109	1.953
00:03:01.539	2.055
00:03:01.969	1.948
00:03:02.399	1.977
00:03:02.829	2.008
00:03:03.259	2.034
00:03:03.689	2.014
00:03:04.119	2.009
00:03:04.549	2.019
00:03:04.979	1.875
00:03:05.419	2.028
00:03:05.849	2.018
00:03:06.279	1.951
00:03:06.709	2.011
00:03:07.139	1.958
00:03:07.569	2.036
00:03:07.999	1.897
00:03:08.429	2.001
00:03:08.859	2.031
00:03:09.289	2.006
00:03:09.719	1.995
00:03:10.149	2.007
00:03:10.579	2.021
00:03:11.029	1.886
00:03:11.459	2.002
00:03:11.889	2.009
00:03:12.319	2.030
00:03:12.749	1.964
00:03:13.179	2.021
00:03:13.609	2.053
00:03:14.039	1.940
00:03:14.469	1.956
00:03:14.899	1.991
00:03:15.329	2.030
00:03:15.759	1.944
00:03:16.199	1.989
00:03:16.629	2.007
00:03:17.069	1.919
00:03:17.499	2.042
00:03:17.929	1.990
00:03:18.359	2.037
00:03:18.789	2.032
00:03:19.219	2.010
00:03:19.649	2.052
00:03:20.079	1.924
00:03:20.509	2.025
00:03:20.939	2.009
00:03:21.369	2.009
00:03:21.809	2.004
00:03:22.239	1.952
00:03:22.669	2.043
00:03:23.099	1.848
00:03:23.529	2.023
00:03:23.959	2.021
00:03:24.389	2.008
00:03:24.829	2.012
00:03:25.259	2.000
00:03:25.689	2.035
00:03:26.118	1.921
00:03:26.549	2.000
00:03:26.979	1.949
00:03:27.409	1.973
00:03:27.839	2.015
00:03:28.269	2.029
00:03:28.699	2.059
00:03:29.128	1.887
00:03:29.558	2.032
00:03:29.989	2.055
00:03:30.419	1.979
00:03:30.849	2.021
00:03:31.279	2.080
00:03:31.718	2.052
00:03:32.148	1.932
00:03:32.578	2.036
00:03:33.008	2.125
00:03:33.429	1.917
00:03:33.858	2.062
00:03:34.288	2.044
00:03:34.718	2.116
00:03:35.148	2.051
00:03:35.578	1.991
00:03:36.008	2.081
00:03:36.438	1.904
00:03:36.878	1.990
00:03:37.308	2.026
00:03:37.748	2.033
00:03:38.168	2.068
00:03:38.598	1.975
00:03:39.018	2.157
00:03:39.448	2.006
00:03:39.868	2.068
00:03:40.298	2.078
00:03:40.728	2.006
00:03:41.158	2.071
00:03:41.588	2.087
00:03:42.018	2.058
00:03:42.448	1.993
00:03:42.878	2.038
00:03:43.309	2.116
00:03:43.738	1.994
00:03:44.168	1.994
00:03:44.598	2.050
00:03:45.028	2.053
00:03:45.458	1.992
00:03:45.888	2.025
00:03:46.318	2.153
00:03:46.748	2.028
00:03:47.188	2.090
00:03:47.608	2.085
00:03:48.038	2.006
00:03:48.458	2.091
00:03:48.888	1.995
00:03:49.318	2.104
00:03:49.748	2.067
00:03:50.188	2.033
00:03:50.618	2.075
00:03:51.038	1.939
00:03:51.468	2.060
00:03:51.898	1.991
00:03:52.318	2.079
00:03:52.738	2.028
00:03:53.168	2.015
00:03:53.598	2.090
00:03:54.018	1.967
00:03:54.448	1.982
00:03:54.878	2.121
00:03:55.298	2.125
00:03:55.718	2.048
00:03:56.138	2.073
00:03:56.558	2.088
00:03:56.978	2.014
00:03:57.398	2.036
00:03:57.826	1.987
00:03:58.258	2.053
00:03:58.678	1.998
00:03:59.108	1.969
00:03:59.538	2.081
00:03:59.968	1.922
00:04:00.388	2.071
00:04:00.808	2.033
00:04:01.228	2.066
00:04:01.647	2.068
00:04:02.068	1.989
00:04:02.488	2.044
00:04:02.918	1.990
00:04:03.348	2.038
00:04:03.767	2.089
00:04:04.188	2.028
00:04:04.607	1.983
00:04:05.037	1.983
00:04:05.457	2.081
00:04:05.877	2.004
00:04:06.297	1.979
00:04:06.717	2.032
00:04:07.137	2.036
00:04:07.557	2.016
00:04:07.977	2.022
00:04:08.397	2.121
00:04:08.817	1.901
00:04:09.237	2.015
00:04:09.657	1.941
00:04:10.097	2.029
00:04:10.517	1.989
00:04:10.937	1.944
00:04:11.357	2.026
00:04:11.787	1.972
00:04:12.207	1.996
00:04:12.627	2.048
00:04:13.047	1.989
00:04:13.467	1.961
00:04:13.887	2.017
00:04:14.307	2.072
00:04:14.727	1.897
00:04:15.147	2.027
00:04:15.567	2.025
00:04:15.987	2.032
00:04:16.407	1.933
00:04:16.827	2.037
00:04:17.247	2.042
00:04:17.667	2.017
00:04:18.087	2.027
00:04:18.507	1.991
00:04:18.927	2.051
00:04:19.357	1.957
00:04:19.777	2.015
00:04:20.197	2.080
00:04:20.617	2.035
00:04:21.037	1.967
00:04:21.457	1.995
00:04:21.877	2.069
00:04:22.307	1.899
00:04:22.727	1.955
00:04:23.147	2.009
00:04:23.567	2.033
00:04:23.997	1.916
00:04:24.417	1.997
00:04:24.837	2.083
00:04:25.257	1.900
00:04:25.677	2.036
00:04:26.097	2.025
00:04:26.517	2.142
00:04:26.947	1.998
00:04:27.367	1.970
00:04:27.787	2.038
00:04:28.207	2.005
00:04:28.627	1.945
00:04:29.047	2.000
00:04:29.467	2.023
00:04:29.887	1.870
00:04:30.307	1.947
00:04:30.727	1.984
00:04:31.147	1.934
00:04:31.567	1.958
00:04:31.987	1.934
00:04:32.407	2.038
00:04:32.827	1.921
00:04:33.257	2.033
00:04:33.677	1.978
00:04:34.096	2.005
00:04:34.516	1.976
00:04:34.937	1.958
00:04:35.357	2.112
00:04:35.777	1.894
00:04:36.197	2.063
00:04:36.627	2.011
00:04:37.046	2.014
00:04:37.466	1.941
00:04:37.887	1.964
00:04:38.307	2.050
00:04:38.727	1.845
00:04:39.146	1.922
00:04:39.566	1.938
00:04:39.986	1.985
00:04:40.446	1.945
00:04:40.891	2.018
00:04:41.326	2.119
00:04:41.746	1.977
00:04:42.176	2.051
00:04:42.626	2.039
00:04:43.076	2.026
00:04:43.540	2.006
00:04:43.986	1.955
00:04:44.406	2.080
00:04:44.826	1.954
00:04:45.246	2.029
00:04:45.666	2.074
00:04:46.086	2.048
00:04:46.506	1.999
00:04:46.936	1.991
00:04:47.356	2.111
00:04:47.776	1.960
00:04:48.196	2.061
00:04:48.616	2.033
00:04:49.036	2.054
00:04:49.456	2.059
00:04:49.886	1.989
00:04:50.306	2.077
00:04:50.726	1.874
00:04:51.146	2.039
00:04:51.566	2.017
00:04:51.996	2.005
00:04:52.426	2.014
00:04:52.846	2.005
00:04:53.266	2.055
00:04:53.686	1.883
00:04:54.106	2.003
00:04:54.526	1.925
00:04:54.946	2.044
00:04:55.366	1.949
00:04:55.786	2.024
00:04:56.206	2.001
00:04:56.626	1.931
00:04:57.046	2.057
00:04:57.466	1.980
00:04:57.886	2.052
00:04:58.306	1.887
00:04:58.726	2.028
00:04:59.146	1.921
00:04:59.566	1.982
00:04:59.986	1.997
00:05:00.406	1.950
00:05:00.826	2.015
00:05:01.246	1.964
00:05:01.666	2.020
00:05:02.086	1.931
00:05:02.506	2.014
00:05:02.926	1.882
00:05:03.346	1.965
00:05:03.766	1.998
00:05:04.196	1.982
00:05:04.616	1.965
00:05:05.036	1.902
00:05:05.456	2.074
00:05:05.876	1.912
00:05:06.296	1.934
00:05:06.716	1.964
00:05:07.136	1.946
00:05:07.556	1.903
00:05:07.976	1.948
00:05:08.396	2.008
00:05:08.816	1.931
00:05:09.236	2.027
00:05:09.656	1.912
00:05:10.076	2.008
00:05:10.496	1.811
00:05:10.925	2.067
00:05:11.336	1.977
00:05:11.755	1.991
00:05:12.176	1.925
00:05:12.595	1.943
00:05:13.015	2.018
00:05:13.436	1.945
00:05:13.855	1.981
00:05:14.275	2.023
00:05:14.695	2.027
00:05:15.115	1.957
00:05:15.535	1.985
00:05:15.955	1.988
00:05:16.375	1.993
00:05:16.795	1.980
00:05:17.225	1.964
00:05:17.645	2.093
00:05:18.075	1.885
00:05:18.495	2.006
00:05:18.915	1.947
00:05:19.335	1.996
00:05:19.755	1.937
00:05:20.175	2.119
00:05:20.595	2.004
00:05:21.025	1.917
00:05:21.445	2.048
00:05:21.875	1.966
00:05:22.295	2.014
00:05:22.715	1.930
00:05:23.135	2.027
00:05:23.555	2.072
00:05:23.975	1.891
00:05:24.395	2.068
00:05:24.815	1.957
00:05:25.235	2.081
00:05:25.655	1.958
00:05:26.075	2.045
00:05:26.495	1.989
00:05:26.925	1.969
00:05:27.345	1.940
00:05:27.765	1.927
00:05:28.185	1.988
00:05:28.605	1.879
00:05:29.025	2.064
00:05:29.445	2.020
00:05:29.865	1.981
00:05:30.285	1.936
00:05:30.705	1.965
00:05:31.125	2.020
00:05:31.545	1.821
00:05:31.985	1.971
00:05:32.405	1.945
00:05:32.835	2.028
00:05:33.255	1.992
00:05:33.675	2.029
00:05:34.095	2.033
00:05:34.515	1.972
00:05:34.935	1.916
00:05:35.355	1.986
00:05:35.775	2.057
00:05:36.200	1.924
00:05:36.625	2.028
00:05:37.045	2.000
00:05:37.465	2.069
00:05:37.895	1.949
00:05:38.315	2.005
00:05:38.735	2.039
00:05:39.155	1.928
00:05:39.575	2.096
00:05:39.995	2.080
00:05:40.425	1.985
00:05:40.845	1.876
00:05:41.265	1.920
00:05:41.685	2.024
00:05:42.105	1.903
00:05:42.525	1.943
00:05:42.945	1.956
00:05:43.364	2.022
00:05:43.785	1.902
00:05:44.205	2.005
00:05:44.625	2.025
00:05:45.044	1.949
00:05:45.465	1.986
00:05:45.885	1.922
00:05:46.305	2.083
00:05:46.725	1.920
00:05:47.144	2.062
00:05:47.564	2.060
00:05:47.984	1.969
00:05:48.404	1.991
00:05:48.824	1.930
00:05:49.244	2.035
00:05:49.664	1.963
00:05:50.099	1.973
00:05:50.524	1.977
00:05:50.944	2.012
00:05:51.364	1.961
00:05:51.784	2.032
00:05:52.204	2.044
00:05:52.624	1.958
00:05:53.044	1.988
00:05:53.464	1.950
00:05:53.884	2.065
00:05:54.304	1.885
00:05:54.744	2.016
00:05:55.164	1.987
00:05:55.584	1.987
00:05:56.004	1.989
00:05:56.424	1.935
00:05:56.844	2.050
00:05:57.264	1.932
00:05:57.684	2.016
00:05:58.104	1.949
00:05:58.524	1.931
00:05:58.944	1.970
00:05:59.364	1.945
00:05:59.784	1.989
00:06:00.204	1.827
00:06:00.624	1.980
00:06:01.044	1.885
00:06:01.464	1.974
00:06:01.894	1.906
00:06:02.314	2.044
00:06:02.734	1.991
00:06:03.154	1.999
00:06:03.574	1.952
00:06:04.004	1.990
00:06:04.424	2.026
00:06:04.844	1.930
00:06:05.264	1.984
00:06:05.704	2.011
00:06:06.124	1.973
00:06:06.554	1.962
00:06:06.974	1.903
00:06:07.394	1.989
00:06:07.814	1.857
00:06:08.234	2.013
00:06:08.654	1.876
00:06:09.084	2.031
00:06:09.504	1.928
00:06:09.924	1.956
00:06:10.344	2.056
00:06:10.774	1.954
00:06:11.194	2.003
00:06:11.614	1.955
00:06:12.034	2.012
00:06:12.454	1.844
00:06:12.884	1.959
00:06:13.304	2.014
00:06:13.724	1.954
00:06:14.144	1.981
00:06:14.564	1.969
00:06:14.984	2.060
00:06:15.404	2.008
00:06:15.833	1.951
00:06:16.254	2.006
00:06:16.674	1.984
00:06:17.094	1.936
00:06:17.513	2.088
00:06:17.944	2.022
00:06:18.364	1.980
00:06:18.784	2.034
00:06:19.204	1.957
00:06:19.623	2.051
00:06:20.044	1.941
00:06:20.464	1.994
00:06:20.883	2.029
00:06:21.303	1.921
00:06:21.724	1.951
00:06:22.143	1.987
00:06:22.563	1.946
00:06:22.983	1.841
00:06:23.403	1.974
00:06:23.823	1.952
00:06:24.253	1.996
00:06:24.673	1.856
00:06:25.093	1.971
00:06:25.513	1.966
00:06:25.933	1.872
00:06:26.353	1.960
00:06:26.773	1.967
00:06:27.193	2.018
00:06:27.613	1.835
00:06:28.033	1.884
00:06:28.453	1.883
00:06:28.873	1.948
00:06:29.298	1.846
00:06:29.733	1.946
00:06:30.153	1.931
00:06:30.583	1.966
00:06:31.003	1.886
00:06:31.423	1.971
00:06:31.848	1.966
00:06:32.278	1.872
00:06:32.703	1.944
00:06:33.123	1.885
00:06:33.553	1.988
00:06:33.973	1.765
00:06:34.393	1.846
00:06:34.813	1.869
00:06:35.233	1.877
00:06:35.653	1.890
00:06:36.073	1.949
00:06:36.503	1.974
00:06:36.923	1.886
00:06:37.343	1.843
00:06:37.763	1.906
00:06:38.193	1.950
00:06:38.613	1.764
00:06:39.033	1.861
00:06:39.468	1.831
00:06:39.893	1.917
00:06:40.318	2.819
00:06:40.753	3.577
00:06:41.193	3.904
00:06:41.613	4.418
00:06:42.043	4.451
00:06:42.463	5.143
00:06:42.893	5.603
00:06:43.318	5.767
00:06:43.743	5.698
00:06:44.173	6.138
00:06:44.623	6.314
00:06:45.048	6.484
00:06:45.483	6.981
00:06:45.913	7.029
00:06:46.333	7.180
00:06:46.763	7.492
00:06:47.188	7.715
00:06:47.613	7.760
00:06:48.063	7.937
00:06:48.483	7.952
00:06:48.913	8.134
00:06:49.342	8.299
00:06:49.778	8.384
00:06:50.203	8.472
00:06:50.623	8.656
00:06:51.052	8.669
00:06:51.478	8.818
00:06:51.913	8.838
00:06:52.332	8.896
00:06:52.752	9.097
00:06:53.183	9.230
00:06:53.603	9.068
00:06:54.032	9.235
00:06:54.458	9.404
00:06:54.893	9.427
00:06:55.337	9.491
00:06:55.778	9.816
00:06:56.207	9.627
00:06:56.642	9.866
00:06:57.072	10.065
00:06:57.492	9.923
00:06:57.922	9.976
00:06:58.342	9.634
00:06:58.762	10.322
00:06:59.187	10.041
00:06:59.632	9.733
00:07:00.072	9.510
00:07:00.502	8.763
00:07:00.922	8.441
00:07:01.352	7.923
00:07:01.787	7.765
00:07:02.227	7.065
00:07:02.687	7.080
00:07:03.132	6.854
00:07:03.567	6.401
00:07:03.997	5.980
00:07:04.432	6.139
00:07:04.887	6.091
00:07:05.312	5.760
00:07:05.737	5.322
00:07:06.177	5.272
00:07:06.602	4.755
00:07:07.032	5.138
00:07:07.477	4.909
00:07:07.917	4.511
00:07:08.352	4.838
00:07:08.787	4.663
00:07:09.217	4.712
00:07:09.647	4.472
00:07:10.087	4.374
00:07:10.512	3.989
00:07:10.947	4.389
00:07:11.397	3.816
00:07:11.832	4.187
