time	Pump C:Actual flow [µL/min]
00:02:13.921	-0.013
00:02:14.351	-0.002
00:02:14.791	0.002
00:02:15.231	0.006
00:02:15.651	0.002
00:02:16.087	-0.002
00:02:16.511	0.002
00:02:17.811	0.006
00:02:18.241	-0.005
00:02:18.671	0.002
00:02:19.531	-0.002
00:02:19.971	0.006
00:02:20.401	-0.017
00:02:20.831	-0.002
00:02:21.261	0.002
00:02:21.691	0.006
00:02:22.981	-0.013
00:02:23.421	0.002
00:02:23.850	0.009
00:02:24.295	-0.005
00:02:24.730	0.002
00:02:26.020	0.006
00:02:26.450	-0.005
00:02:26.880	0.006
00:02:27.330	0.002
00:02:27.780	-0.009
00:02:28.210	-0.005
00:02:28.640	-0.002
00:02:29.070	0.002
00:02:29.930	-0.009
00:02:30.360	-0.005
00:02:30.790	0.009
00:02:31.220	0.006
00:02:31.650	0.009
00:02:32.080	0.006
00:02:32.930	-0.005
00:02:33.360	0.002
00:02:33.790	0.006
00:02:34.220	-0.002
00:02:34.650	0.006
00:02:35.080	0.002
00:02:35.510	-0.002
00:02:35.940	0.009
00:02:36.370	0.002
00:02:36.800	-0.005
00:02:37.240	0.002
00:02:37.670	-0.002
00:02:38.530	-0.009
00:02:38.960	0.009
00:02:39.390	-0.002
00:02:39.820	-0.009
00:02:40.250	-0.002
00:02:40.690	0.002
00:02:41.120	-0.002
00:02:41.550	-0.005
00:02:41.980	0.009
00:02:42.410	0.002
00:02:43.270	0.006
00:02:43.700	0.002
00:02:44.600	-0.002
00:02:45.030	0.001
00:02:45.460	-0.002
00:02:45.890	0.001
00:02:46.320	-0.010
00:02:46.750	-0.002
00:02:47.180	-0.006
00:02:47.610	0.001
00:02:48.910	-0.002
00:02:49.770	-0.006
00:02:50.190	0.001
00:02:50.620	-0.010
00:02:51.050	-0.002
00:02:51.480	0.005
00:02:51.910	0.009
00:02:52.350	0.005
00:02:52.780	0.001
00:02:53.210	-0.006
00:02:53.639	-0.002
00:02:54.930	-0.010
00:02:55.360	0.005
00:02:55.790	-0.002
00:02:56.220	-0.006
00:02:56.649	-0.002
00:02:57.939	0.005
00:02:58.379	0.001
00:02:59.669	0.009
00:03:00.104	0.001
00:03:00.539	-0.006
00:03:01.399	0.009
00:03:01.829	-0.006
00:03:02.259	-0.002
00:03:03.119	0.001
00:03:03.979	0.009
00:03:04.409	0.005
00:03:04.839	0.001
00:03:05.269	-0.013
00:03:05.709	0.001
00:03:06.139	0.009
00:03:06.569	0.001
00:03:06.999	0.005
00:03:07.429	-0.006
00:03:07.859	0.001
00:03:08.289	-0.002
00:03:08.719	0.005
00:03:09.149	-0.002
00:03:09.579	-0.010
00:03:10.009	0.005
00:03:10.439	-0.002
00:03:10.889	-0.006
00:03:11.319	0.001
00:03:11.749	-0.006
00:03:12.179	-0.002
00:03:13.039	0.001
00:03:13.899	0.005
00:03:14.329	-0.006
00:03:14.759	0.009
00:03:15.189	0.001
00:03:15.619	0.005
00:03:16.059	0.009
00:03:16.489	0.001
00:03:16.929	-0.006
00:03:17.789	-0.002
00:03:18.219	0.001
00:03:18.649	0.005
00:03:19.079	-0.010
00:03:19.509	-0.006
00:03:19.939	0.009
00:03:20.799	-0.002
00:03:21.669	-0.010
00:03:22.099	0.001
00:03:22.529	0.005
00:03:22.959	0.001
00:03:23.389	-0.006
00:03:23.819	0.005
00:03:24.249	-0.006
00:03:24.689	0.005
00:03:25.119	0.001
00:03:25.549	0.005
00:03:25.979	0.009
00:03:26.409	-0.006
00:03:26.839	0.001
00:03:27.269	0.009
00:03:27.699	0.005
00:03:28.128	0.009
00:03:28.558	-0.006
00:03:28.989	0.001
00:03:29.419	-0.006
00:03:29.849	0.009
00:03:30.279	-0.002
00:03:31.501	-0.002
00:03:31.573	-0.006
00:03:32.008	0.001
00:03:33.531	0.001
00:03:34.148	-0.002
00:03:34.578	-0.006
00:03:35.008	0.005
00:03:35.868	0.001
00:03:36.298	-0.013
00:03:36.738	-0.002
00:03:37.168	-0.010
00:03:37.598	-0.006
00:03:38.458	0.001
00:03:39.308	-0.002
00:03:39.728	0.001
00:03:40.158	-0.002
00:03:40.588	-0.006
00:03:41.018	0.005
00:03:41.448	0.001
00:03:41.878	-0.010
00:03:42.308	-0.002
00:03:43.671	-0.002
00:03:44.458	0.009
00:03:44.888	-0.006
00:03:45.318	0.005
00:03:45.748	0.009
00:03:46.608	-0.002
00:03:47.721	-0.002
00:03:47.898	-0.006
00:03:48.318	0.005
00:03:49.178	-0.010
00:03:50.048	-0.002
00:03:50.478	0.005
00:03:50.898	-0.002
00:03:51.328	0.001
00:03:51.758	-0.002
00:03:52.178	0.001
00:03:52.598	-0.002
00:03:53.028	-0.006
00:03:53.458	0.001
00:03:53.878	-0.002
00:03:54.308	0.009
00:03:54.738	0.001
00:03:55.158	0.005
00:03:55.578	-0.010
00:03:55.998	-0.006
00:03:56.418	-0.002
00:03:57.258	0.009
00:03:57.678	-0.006
00:03:58.118	0.001
00:03:58.538	-0.006
00:03:58.968	0.001
00:03:59.398	-0.002
00:03:59.828	0.005
00:04:00.248	-0.002
00:04:00.668	0.001
00:04:01.088	-0.002
00:04:01.508	0.001
00:04:01.928	-0.002
00:04:03.208	-0.006
00:04:03.627	-0.013
00:04:04.047	0.009
00:04:04.468	-0.002
00:04:05.317	-0.010
00:04:06.157	-0.002
00:04:06.577	0.001
00:04:07.417	0.005
00:04:08.257	0.009
00:04:08.677	0.005
00:04:09.097	0.001
00:04:09.517	0.005
00:04:09.947	0.009
00:04:10.377	0.005
00:04:10.797	-0.002
00:04:11.217	0.005
00:04:11.637	-0.002
00:04:12.907	0.001
00:04:13.327	-0.002
00:04:13.747	0.009
00:04:14.167	0.005
00:04:15.427	0.013
00:04:15.847	0.001
00:04:16.267	0.005
00:04:16.687	-0.010
00:04:17.107	-0.006
00:04:18.140	-0.006
00:04:18.367	-0.002
00:04:18.787	-0.006
00:04:20.057	0.005
00:04:20.477	-0.010
00:04:20.897	0.005
00:04:21.317	0.009
00:04:21.737	0.005
00:04:22.157	-0.006
00:04:22.587	0.001
00:04:23.427	-0.002
00:04:24.277	0.001
00:04:24.697	0.005
00:04:25.537	0.009
00:04:25.957	-0.010
00:04:26.377	-0.013
00:04:26.797	0.005
00:04:27.227	0.001
00:04:28.280	0.001
00:04:28.907	0.005
00:04:29.327	0.001
00:04:29.747	-0.002
00:04:30.167	0.001
00:04:30.587	0.009
00:04:31.007	-0.010
00:04:31.427	0.005
00:04:32.267	0.009
00:04:32.687	0.001
00:04:33.117	-0.006
00:04:33.537	-0.002
00:04:35.217	-0.010
00:04:36.389	-0.010
00:04:36.481	0.001
00:04:36.907	-0.002
00:04:37.326	0.001
00:04:38.419	0.001
00:04:38.587	-0.002
00:04:39.006	0.001
00:04:39.846	-0.010
00:04:40.286	0.005
00:04:40.736	-0.006
00:04:41.159	0.016
00:04:41.579	-0.002
00:04:42.009	-0.006
00:04:42.459	0.001
00:04:42.916	-0.006
00:04:43.376	0.001
00:04:43.851	-0.002
00:04:44.266	0.016
00:04:44.686	0.993
00:04:45.106	2.853
00:04:45.526	5.089
00:04:45.946	6.603
00:04:46.366	8.312
00:04:46.796	9.815
00:04:47.216	11.135
00:04:47.636	12.700
00:04:48.056	14.401
00:04:48.476	15.891
00:04:48.896	17.147
00:04:49.316	18.315
00:04:49.746	18.591
00:04:50.166	18.326
00:04:50.586	18.036
00:04:51.006	17.815
00:04:51.426	17.898
00:04:51.856	18.065
00:04:52.281	18.083
00:04:52.706	18.112
00:04:53.126	18.315
00:04:53.546	18.366
00:04:53.966	18.384
00:04:54.386	18.294
00:04:54.806	18.413
00:04:55.226	18.366
00:04:55.646	18.606
00:04:56.066	18.562
00:04:56.486	18.624
00:04:56.906	18.381
00:04:57.326	18.925
00:04:57.746	18.671
00:04:58.166	18.711
00:04:58.586	18.660
00:04:59.006	18.700
00:04:59.426	18.754
00:04:59.846	18.812
00:05:00.266	18.602
00:05:00.686	18.671
00:05:01.106	18.667
00:05:01.526	18.704
00:05:01.946	18.874
00:05:02.366	18.453
00:05:02.786	18.508
00:05:03.206	18.584
00:05:03.626	18.769
00:05:04.056	18.812
00:05:04.476	19.034
00:05:04.896	19.049
00:05:05.316	19.034
00:05:05.736	19.078
00:05:06.156	18.928
00:05:06.576	19.291
00:05:06.996	19.287
00:05:07.416	19.181
00:05:07.840	19.111
00:05:08.256	18.932
00:05:08.676	18.987
00:05:09.096	19.027
00:05:09.515	19.063
00:05:09.935	19.331
00:05:10.356	19.441
00:05:10.776	19.525
00:05:11.195	19.536
00:05:11.615	19.551
00:05:12.036	19.280
00:05:12.456	19.250
00:05:12.876	19.236
00:05:13.715	19.302
00:05:14.135	19.346
00:05:14.555	19.496
00:05:14.975	19.602
00:05:15.395	19.888
00:05:15.815	19.800
00:05:16.655	19.767
00:05:17.085	19.529
00:05:17.505	19.463
00:05:17.925	19.555
00:05:18.355	19.613
00:05:18.775	19.723
00:05:19.195	19.822
00:05:19.615	19.873
00:05:20.035	19.785
00:05:20.455	19.588
00:05:20.885	19.441
00:05:21.305	19.309
00:05:21.735	19.210
00:05:22.155	19.203
00:05:22.575	19.210
00:05:22.995	19.166
00:05:23.415	19.133
00:05:23.835	18.918
00:05:24.255	19.155
00:05:24.675	19.184
00:05:25.095	19.001
00:05:25.515	18.852
00:05:25.935	18.587
00:05:26.355	18.566
00:05:26.785	18.529
00:05:27.205	18.518
00:05:27.625	18.417
00:05:28.045	18.373
00:05:28.465	18.123
00:05:28.885	18.083
00:05:29.305	18.043
00:05:29.725	18.061
00:05:30.145	18.036
00:05:30.565	17.811
00:05:30.985	17.880
00:05:31.405	17.836
00:05:31.845	17.720
00:05:32.265	17.680
00:05:32.695	17.561
00:05:33.115	17.510
00:05:33.535	17.227
00:05:33.955	17.336
00:05:34.375	17.053
00:05:34.795	17.162
00:05:35.215	16.795
00:05:35.635	16.683
00:05:36.055	16.635
00:05:36.485	16.574
00:05:36.905	16.516
00:05:37.325	16.570
00:05:37.755	16.400
00:05:38.175	16.487
00:05:38.595	16.498
00:05:39.015	16.490
00:05:39.435	16.371
00:05:39.855	16.200
00:05:40.275	16.138
00:05:40.705	15.887
00:05:41.125	15.841
00:05:41.545	15.891
00:05:41.965	15.618
00:05:42.384	15.820
00:05:42.805	15.795
00:05:43.225	15.732
00:05:43.645	15.438
00:05:44.064	15.222
00:05:44.485	15.229
00:05:44.905	15.343
00:05:45.324	15.480
00:05:45.745	15.169
00:05:46.165	15.010
00:05:46.584	14.752
00:05:47.004	14.890
00:05:47.424	14.999
00:05:47.844	14.865
00:05:48.264	14.677
00:05:48.684	14.401
00:05:49.104	14.575
00:05:49.524	14.706
00:05:49.944	14.440
00:05:50.384	14.090
00:05:50.804	14.108
00:05:51.224	14.317
00:05:51.644	14.246
00:05:52.064	13.998
00:05:52.484	13.733
00:05:52.904	13.888
00:05:53.324	13.917
00:05:53.744	13.701
00:05:54.164	13.503
00:05:54.604	13.556
00:05:55.444	13.574
00:05:55.864	13.312
00:05:56.284	13.291
00:05:57.124	12.943
00:05:57.544	12.954
00:05:57.964	13.100
00:05:58.384	13.054
00:05:58.804	12.682
00:05:59.224	12.707
00:05:59.644	12.800
00:06:00.064	12.657
00:06:00.484	12.372
00:06:00.904	12.590
00:06:01.324	12.493
00:06:01.754	12.171
00:06:02.174	12.286
00:06:02.594	12.279
00:06:03.014	11.928
00:06:03.434	12.136
00:06:03.864	12.011
00:06:04.284	11.710
00:06:04.704	11.893
00:06:05.124	11.768
00:06:05.564	11.460
00:06:05.984	11.685
00:06:06.414	11.464
00:06:06.834	11.400
00:06:07.254	11.471
00:06:07.674	11.146
00:06:08.094	11.267
00:06:08.514	11.189
00:06:08.944	10.928
00:06:09.364	11.064
00:06:09.784	10.803
00:06:10.204	10.928
00:06:10.634	10.821
00:06:11.054	10.585
00:06:11.474	10.753
00:06:11.894	10.356
00:06:12.314	10.553
00:06:12.746	10.349
00:06:13.164	10.356
00:06:13.584	10.328
00:06:14.004	10.131
00:06:14.424	10.185
00:06:14.843	9.865
00:06:15.264	10.049
00:06:15.694	9.732
00:06:16.114	9.883
00:06:16.533	9.588
00:06:16.954	9.732
00:06:17.374	9.523
00:06:17.794	9.548
00:06:18.224	9.433
00:06:18.644	9.422
00:06:19.064	9.260
00:06:19.483	9.256
00:06:19.904	9.152
00:06:20.324	9.054
00:06:20.744	8.964
00:06:21.163	8.989
00:06:21.583	8.787
00:06:22.003	8.813
00:06:22.423	8.650
00:06:22.843	8.701
00:06:23.263	8.416
00:06:23.683	8.550
00:06:24.108	8.247
00:06:24.533	8.423
00:06:24.953	8.142
00:06:25.373	8.254
00:06:25.793	8.106
00:06:26.213	8.066
00:06:26.633	8.005
00:06:27.053	7.749
00:06:27.473	7.893
00:06:27.893	7.598
00:06:28.313	7.774
00:06:28.733	7.583
00:06:29.153	7.439
00:06:29.583	7.511
00:06:30.013	7.223
00:06:30.443	7.378
00:06:30.863	7.226
00:06:31.283	7.017
00:06:31.703	7.136
00:06:32.133	6.934
00:06:32.563	6.992
00:06:32.983	6.891
00:06:33.403	6.603
00:06:33.833	6.751
00:06:34.253	6.664
00:06:34.673	6.433
00:06:35.093	6.556
00:06:35.513	6.430
00:06:35.933	6.167
00:06:36.363	6.293
00:06:36.783	6.192
00:06:37.203	5.938
00:06:37.623	6.112
00:06:38.053	6.033
00:06:38.473	5.757
00:06:38.893	5.842
00:06:39.323	5.787
00:06:39.753	5.547
00:06:40.173	5.558
00:06:40.603	5.576
00:06:41.033	5.466
00:06:41.473	5.200
00:06:41.903	5.326
00:06:42.323	5.274
00:06:42.753	5.064
00:06:43.173	5.005
00:06:43.603	5.075
00:06:44.033	4.924
00:06:44.478	4.719
00:06:44.903	4.649
00:06:45.343	4.726
00:06:45.768	4.679
00:06:46.193	4.466
00:06:46.613	4.375
00:06:47.043	4.433
00:06:47.473	4.342
00:06:47.918	4.174
00:06:48.343	4.001
00:06:48.768	4.042
00:06:49.203	0.989
00:06:49.628	0.105
00:06:50.063	0.031
00:06:50.483	0.009
00:06:50.903	0.001
00:06:51.332	0.009
00:06:51.768	0.001
00:06:52.193	-0.006
00:06:52.613	-0.002
00:06:53.042	0.005
00:06:53.463	-0.010
00:06:53.887	0.001
00:06:54.312	-0.010
00:06:54.742	0.001
00:06:55.187	-0.010
00:06:55.622	-0.006
00:06:56.062	-0.002
00:06:56.497	0.005
00:06:56.927	-0.010
00:06:57.358	0.001
00:06:57.782	-0.002
00:06:58.622	0.005
00:06:59.042	-0.002
00:06:59.482	-0.010
00:07:00.362	-0.006
00:07:00.782	0.009
00:07:01.212	-0.002
00:07:02.406	-0.002
00:07:02.537	0.005
00:07:02.987	-0.006
00:07:03.422	-0.002
00:07:03.852	-0.006
00:07:04.292	0.005
00:07:04.727	0.001
00:07:05.172	-0.002
00:07:06.032	-0.006
00:07:07.476	-0.006
00:07:07.767	0.005
00:07:08.212	-0.010
00:07:08.637	-0.006
00:07:09.502	0.016
00:07:09.942	0.009
00:07:10.372	0.016
00:07:10.802	-0.006
00:07:11.258	-0.010
00:07:12.112	0.013
00:07:12.536	0.001
