time	Pump A:Actual flow [µL/min]
00:00:37.145	1.418
00:00:37.604	1.717
00:00:38.034	1.896
00:00:38.445	2.092
00:00:38.875	2.379
00:00:39.324	3.193
00:00:39.735	4.113
00:00:40.183	5.680
00:00:40.595	5.861
00:00:41.045	5.476
00:00:41.494	5.265
00:00:41.923	5.458
00:00:42.353	5.413
00:00:42.765	5.369
00:00:43.233	5.487
00:00:43.663	5.410
00:00:44.075	5.361
00:00:44.523	5.491
00:00:44.963	5.413
00:00:45.418	5.291
00:00:45.863	5.484
00:00:46.293	5.410
00:00:46.723	5.284
00:00:47.153	5.491
00:00:48.244	5.491
00:00:48.564	15.078
00:00:49.058	13.748
00:00:49.513	11.764
00:00:49.943	10.161
00:00:50.373	8.535
00:00:50.813	7.403
00:00:51.243	6.248
00:00:51.683	5.424
00:00:52.113	4.611
00:00:52.543	4.039
00:00:52.973	3.540
00:00:53.403	3.041
00:00:53.833	2.703
00:00:54.263	2.394
00:00:54.693	2.082
00:00:55.133	1.871
00:00:55.563	1.646
00:00:55.993	1.488
00:00:56.423	1.340
00:00:56.853	1.200
00:00:57.293	1.098
00:00:57.723	0.984
00:00:58.153	0.897
00:00:58.583	0.863
00:00:59.023	0.821
00:00:59.453	0.764
00:00:59.883	0.711
00:01:00.313	0.665
00:01:00.773	0.601
00:01:01.233	0.571
00:01:02.133	0.278
00:01:02.563	0.206
00:01:03.423	0.240
00:01:03.853	0.263
00:01:04.283	0.271
00:01:04.713	0.252
00:01:05.143	0.256
00:01:05.573	0.244
00:01:06.003	0.248
00:01:06.433	0.225
00:01:06.863	0.233
00:01:07.293	0.225
00:01:07.733	0.229
00:01:08.163	0.218
00:01:08.593	0.214
00:01:09.023	0.206
00:01:09.453	0.191
00:01:09.883	0.195
00:01:10.313	0.191
00:01:10.743	0.199
00:01:11.173	0.172
00:01:11.602	0.191
00:01:12.033	0.172
00:01:12.463	0.176
00:01:12.893	0.165
00:01:13.323	0.157
00:01:13.753	0.161
00:01:14.182	0.153
00:01:15.053	0.142
00:01:15.482	0.149
00:01:15.912	0.138
00:01:16.342	0.146
00:01:16.772	0.134
00:01:17.202	0.130
00:01:17.632	0.123
00:01:18.062	0.127
00:01:18.502	0.123
00:01:18.932	0.108
00:01:19.362	0.119
00:01:19.792	0.115
00:01:20.222	0.108
00:01:20.652	0.115
00:01:21.082	0.108
00:01:21.942	0.096
00:01:22.802	0.100
00:01:23.232	0.115
00:01:23.672	0.100
00:01:24.102	0.096
00:01:24.962	0.089
00:01:25.392	0.096
00:01:25.822	0.085
00:01:26.252	0.089
00:01:27.794	0.089
00:01:27.982	0.081
00:01:28.842	0.077
00:01:29.272	0.073
00:01:29.702	0.077
00:01:30.572	0.066
00:01:31.012	0.073
00:01:31.442	0.070
00:01:31.872	0.073
00:01:32.302	0.077
00:01:32.732	0.081
00:01:33.602	0.073
00:01:34.032	0.081
00:01:34.462	0.054
00:01:34.892	0.062
00:01:35.322	0.058
00:01:35.752	0.073
00:01:36.182	0.062
00:01:36.612	0.066
00:01:37.472	0.062
00:01:37.902	0.058
00:01:38.943	0.058
00:01:39.192	0.054
00:01:39.622	0.070
00:01:40.052	0.051
00:01:40.482	0.058
00:01:40.912	0.054
00:01:41.772	0.051
00:01:42.202	0.058
00:01:42.637	0.054
00:01:43.502	0.047
00:01:43.932	0.058
00:01:44.362	0.054
00:01:44.802	0.066
00:01:45.232	0.054
00:01:45.671	0.043
00:01:46.101	0.036
00:01:46.532	0.047
00:01:48.073	0.047
00:01:48.705	0.054
00:01:49.121	0.043
00:01:49.551	0.058
00:01:49.981	0.047
00:01:51.113	0.047
00:01:51.271	0.039
00:01:51.701	0.032
00:01:52.131	0.043
00:01:52.991	0.036
00:01:53.421	0.039
00:01:53.851	0.043
00:01:54.281	0.051
00:01:54.711	0.047
00:01:55.141	0.039
00:01:56.001	0.043
00:01:56.431	0.047
00:01:56.861	0.039
00:01:58.213	0.039
00:01:58.591	0.043
00:01:59.451	0.039
00:01:59.881	0.032
00:02:00.311	0.036
00:02:00.741	0.032
00:02:01.171	0.028
00:02:01.681	0.047
00:02:02.111	-0.006
00:02:02.541	-0.014
00:02:02.971	0.005
00:02:03.411	-0.010
00:02:03.841	-0.006
00:02:04.271	0.001
00:02:04.701	-0.002
00:02:05.131	-0.006
00:02:05.991	0.001
00:02:06.421	0.005
00:02:07.341	0.001
00:02:08.201	0.013
00:02:08.631	-0.006
00:02:09.491	-0.010
00:02:09.921	0.005
00:02:11.211	-0.002
00:02:12.071	0.009
00:02:12.501	-0.014
00:02:12.931	-0.002
00:02:13.361	0.001
00:02:14.211	-0.006
00:02:14.651	-0.002
00:02:15.081	-0.010
00:02:15.511	0.001
00:02:16.371	-0.002
00:02:16.801	0.005
00:02:17.231	-0.002
00:02:17.671	0.005
00:02:18.102	-0.002
00:02:18.961	-0.006
00:02:19.391	0.005
00:02:20.261	-0.006
00:02:20.691	-0.002
00:02:21.121	0.001
00:02:21.550	0.005
00:02:22.411	0.001
00:02:22.841	0.009
00:02:23.280	0.001
00:02:23.710	-0.010
00:02:24.145	-0.002
00:02:24.590	0.005
00:02:25.020	0.001
00:02:25.880	0.005
00:02:26.310	-0.002
00:02:26.740	0.005
00:02:27.180	0.001
00:02:27.635	-0.006
00:02:28.070	0.005
00:02:28.500	0.001
00:02:29.360	0.013
00:02:29.790	-0.006
00:02:30.220	0.001
00:02:31.080	-0.006
00:02:31.940	-0.002
00:02:32.370	0.001
00:02:32.790	0.009
00:02:33.220	-0.002
00:02:33.650	0.001
00:02:34.080	-0.006
00:02:34.510	0.009
00:02:34.940	-0.002
00:02:35.800	0.001
00:02:36.660	-0.006
00:02:37.090	0.005
00:02:37.530	-0.002
00:02:37.960	0.001
00:02:38.820	-0.006
00:02:39.250	0.001
00:02:39.680	0.009
00:02:40.110	0.001
00:02:40.550	0.005
00:02:41.410	-0.002
00:02:41.840	-0.006
00:02:42.270	0.005
00:02:42.700	0.001
00:02:43.130	-0.010
00:02:43.560	0.001
00:02:44.460	-0.010
00:02:44.890	0.001
00:02:45.320	-0.002
00:02:45.750	0.001
00:02:46.882	0.001
00:02:47.040	0.005
00:02:47.470	-0.006
00:02:47.900	0.005
00:02:48.340	0.001
00:02:48.770	0.005
00:02:49.200	0.001
00:02:50.480	-0.006
00:02:50.910	0.005
00:02:51.340	-0.010
00:02:51.770	0.001
00:02:52.210	0.005
00:02:53.500	0.001
00:02:53.930	-0.010
00:02:54.360	0.013
00:02:54.789	-0.002
00:02:55.220	-0.006
00:02:55.649	0.001
00:02:56.079	-0.010
00:02:56.510	-0.002
00:02:56.940	0.005
00:02:59.052	0.005
00:02:59.099	-0.006
00:03:00.399	0.005
00:03:01.259	-0.002
00:03:01.689	-0.010
00:03:02.119	0.001
00:03:02.549	-0.002
00:03:02.979	0.001
00:03:03.409	0.005
00:03:03.839	-0.006
00:03:04.269	0.013
00:03:04.699	0.001
00:03:05.129	-0.006
00:03:05.999	0.005
00:03:06.429	-0.002
00:03:06.859	0.001
00:03:07.289	-0.006
00:03:07.719	-0.002
00:03:08.149	0.001
00:03:09.009	0.005
00:03:09.869	-0.014
00:03:10.299	-0.002
00:03:11.609	0.001
00:03:12.039	0.005
00:03:12.469	-0.006
00:03:12.899	0.009
00:03:13.329	0.005
00:03:13.759	-0.010
00:03:14.189	-0.006
00:03:14.619	0.009
00:03:15.049	0.001
00:03:15.479	0.005
00:03:15.909	0.001
00:03:16.349	-0.002
00:03:16.779	0.001
00:03:18.321	0.001
00:03:18.509	-0.006
00:03:19.369	0.001
00:03:20.229	-0.002
00:03:20.659	0.001
00:03:21.089	0.009
00:03:21.529	0.001
00:03:21.959	0.005
00:03:22.389	-0.006
00:03:22.819	0.001
00:03:23.249	0.009
00:03:23.679	0.005
00:03:24.109	-0.002
00:03:24.549	0.001
00:03:25.409	0.005
00:03:25.839	-0.006
00:03:26.269	-0.002
00:03:26.699	-0.006
00:03:27.559	0.009
00:03:27.989	0.001
00:03:28.849	-0.014
00:03:29.279	-0.002
00:03:29.709	0.001
00:03:30.138	0.005
00:03:30.568	-0.002
00:03:30.999	0.005
00:03:31.429	0.001
00:03:31.868	0.005
00:03:32.298	0.001
00:03:32.728	0.005
00:03:33.578	0.009
00:03:34.008	-0.010
00:03:34.438	-0.006
00:03:34.868	-0.002
00:03:35.298	0.001
00:03:36.571	0.001
00:03:36.588	0.009
00:03:37.458	0.005
00:03:37.888	-0.006
00:03:38.738	0.005
00:03:39.168	0.001
00:03:40.018	-0.002
00:03:40.878	-0.010
00:03:41.308	-0.006
00:03:41.738	0.001
00:03:42.168	0.005
00:03:42.598	0.013
00:03:43.028	0.001
00:03:43.458	-0.002
00:03:43.888	0.001
00:03:45.178	0.005
00:03:45.608	-0.002
00:03:46.038	-0.010
00:03:46.468	0.009
00:03:46.908	-0.006
00:03:47.758	-0.002
00:03:48.608	0.005
00:03:49.468	0.001
00:03:49.908	0.005
00:03:51.618	0.001
00:03:52.038	-0.002
00:03:52.458	0.009
00:03:52.888	0.005
00:03:53.318	-0.006
00:03:53.738	-0.002
00:03:54.598	-0.014
00:03:55.018	-0.002
00:03:56.698	0.005
00:03:57.118	0.001
00:03:57.538	0.009
00:03:57.978	0.001
00:03:58.398	-0.002
00:03:58.828	0.005
00:03:59.258	0.001
00:03:59.688	-0.006
00:04:00.108	0.001
00:04:00.528	0.005
00:04:00.947	-0.002
00:04:01.788	-0.006
00:04:02.207	-0.002
00:04:02.637	0.001
00:04:03.488	-0.002
00:04:03.908	0.013
00:04:04.328	-0.002
00:04:04.758	0.001
00:04:05.970	0.001
00:04:06.437	-0.006
00:04:06.857	-0.010
00:04:07.277	0.005
00:04:07.697	0.001
00:04:08.117	0.005
00:04:08.537	0.001
00:04:09.377	-0.006
00:04:09.807	0.001
00:04:10.237	-0.002
00:04:10.657	0.001
00:04:11.497	-0.006
00:04:11.927	0.001
00:04:12.347	-0.006
00:04:13.187	0.001
00:04:13.607	-0.006
00:04:14.027	0.013
00:04:14.447	0.005
00:04:14.867	0.001
00:04:15.287	0.005
00:04:16.127	-0.002
00:04:16.967	0.005
00:04:17.387	-0.002
00:04:17.807	-0.006
00:04:18.647	0.005
00:04:19.067	0.001
00:04:19.497	-0.002
00:04:19.917	0.005
00:04:20.337	-0.006
00:04:20.757	-0.002
00:04:21.177	0.001
00:04:22.017	-0.006
00:04:22.867	0.005
00:04:23.287	0.001
00:04:23.707	-0.002
00:04:24.137	0.005
00:04:24.557	-0.002
00:04:24.977	-0.006
00:04:25.397	0.009
00:04:25.817	0.001
00:04:26.237	-0.010
00:04:26.657	0.009
00:04:27.087	0.001
00:04:27.507	0.005
00:04:27.927	0.001
00:04:28.347	0.013
00:04:28.767	0.005
00:04:29.187	-0.006
00:04:30.309	-0.006
00:04:30.447	-0.010
00:04:30.867	0.005
00:04:31.707	-0.002
00:04:32.127	0.001
00:04:32.547	-0.002
00:04:32.967	0.009
00:04:33.396	0.001
00:04:33.817	-0.006
00:04:34.236	0.001
00:04:35.076	0.005
00:04:35.496	0.013
00:04:35.917	-0.002
00:04:36.337	0.001
00:04:36.767	-0.002
00:04:38.027	0.005
00:04:38.446	-0.006
00:04:38.866	-0.010
00:04:39.287	0.001
00:04:40.126	0.005
00:04:41.036	0.005
00:04:41.456	-0.006
00:04:41.876	0.005
00:04:42.326	-0.006
00:04:42.766	0.005
00:04:43.216	0.001
00:04:43.686	0.009
00:04:44.126	0.005
00:04:44.546	0.229
00:04:44.966	2.096
00:04:45.386	3.803
00:04:45.806	5.765
00:04:46.226	7.631
00:04:46.656	9.227
00:04:47.076	10.596
00:04:47.496	12.076
00:04:47.916	13.866
00:04:48.336	15.245
00:04:48.756	16.468
00:04:49.176	17.901
00:04:49.596	18.934
00:04:50.026	18.768
00:04:50.446	18.316
00:04:50.866	17.930
00:04:51.286	17.519
00:04:51.716	17.338
00:04:52.136	17.302
00:04:52.566	17.324
00:04:52.986	17.349
00:04:53.406	17.288
00:04:53.826	17.244
00:04:54.246	17.125
00:04:54.666	16.937
00:04:55.086	16.710
00:04:55.506	16.558
00:04:55.926	16.511
00:04:56.346	16.428
00:04:56.766	16.436
00:04:57.186	16.450
00:04:57.606	16.443
00:04:58.026	16.367
00:04:58.446	16.208
00:04:58.866	16.075
00:04:59.286	15.761
00:04:59.706	15.714
00:05:00.126	15.821
00:05:00.546	15.839
00:05:00.966	15.700
00:05:01.386	15.622
00:05:01.806	15.434
00:05:02.226	15.281
00:05:02.646	15.142
00:05:03.066	15.259
00:05:03.486	15.252
00:05:03.916	15.103
00:05:04.336	14.875
00:05:04.756	14.740
00:05:05.176	14.676
00:05:05.596	14.754
00:05:06.016	14.687
00:05:06.436	14.530
00:05:06.856	14.289
00:05:07.276	14.221
00:05:07.696	14.360
00:05:08.116	14.289
00:05:08.535	14.122
00:05:08.956	13.937
00:05:09.376	13.869
00:05:09.796	13.976
00:05:10.216	13.858
00:05:10.636	13.599
00:05:11.056	13.627
00:05:11.476	13.666
00:05:11.895	13.521
00:05:12.316	13.258
00:05:12.736	13.279
00:05:13.155	13.304
00:05:13.575	13.073
00:05:13.995	12.907
00:05:14.415	13.048
00:05:14.835	12.867
00:05:15.255	12.690
00:05:15.675	12.766
00:05:16.095	12.686
00:05:16.515	12.399
00:05:16.935	12.486
00:05:17.365	12.428
00:05:17.785	12.105
00:05:18.215	12.254
00:05:18.635	12.160
00:05:19.055	11.913
00:05:19.475	12.029
00:05:19.895	11.877
00:05:20.315	11.783
00:05:20.745	11.899
00:05:21.165	11.695
00:05:22.015	11.804
00:05:22.435	11.583
00:05:22.855	11.688
00:05:23.275	11.587
00:05:23.695	11.344
00:05:24.115	11.547
00:05:24.535	11.449
00:05:24.955	11.362
00:05:25.375	11.449
00:05:25.795	11.184
00:05:26.215	11.311
00:05:26.635	11.235
00:05:27.065	10.988
00:05:27.485	11.202
00:05:27.905	10.948
00:05:28.325	11.082
00:05:28.745	11.050
00:05:29.165	10.752
00:05:29.585	10.970
00:05:30.005	10.756
00:05:30.425	10.876
00:05:30.845	10.781
00:05:31.265	10.542
00:05:31.685	10.719
00:05:32.125	10.545
00:05:32.550	10.658
00:05:32.975	10.585
00:05:33.395	10.371
00:05:33.815	10.538
00:05:34.235	10.295
00:05:34.655	10.378
00:05:35.075	10.273
00:05:35.495	10.266
00:05:35.915	10.248
00:05:36.345	10.074
00:05:36.765	10.201
00:05:37.185	9.979
00:05:37.605	10.114
00:05:38.035	9.932
00:05:38.455	10.012
00:05:38.875	9.954
00:05:39.295	9.741
00:05:39.715	9.878
00:05:40.135	9.683
00:05:40.565	9.795
00:05:40.984	9.570
00:05:41.404	9.726
00:05:41.825	9.487
00:05:42.245	9.610
00:05:42.665	9.502
00:05:43.085	9.498
00:05:43.505	9.404
00:05:43.925	9.429
00:05:44.344	9.339
00:05:44.765	9.295
00:05:45.185	9.223
00:05:45.605	9.216
00:05:46.024	9.118
00:05:46.444	9.136
00:05:46.864	9.053
00:05:47.284	9.060
00:05:47.704	8.901
00:05:48.124	8.984
00:05:48.544	8.832
00:05:48.964	8.890
00:05:49.384	8.727
00:05:49.804	8.829
00:05:50.244	8.561
00:05:50.664	8.716
00:05:51.084	8.470
00:05:51.504	8.611
00:05:51.924	8.405
00:05:52.344	8.528
00:05:52.764	8.383
00:05:53.184	8.402
00:05:53.604	8.333
00:05:54.024	8.264
00:05:54.444	8.289
00:05:54.884	8.134
00:05:55.304	8.235
00:05:55.724	7.964
00:05:56.144	8.123
00:05:56.564	7.913
00:05:56.984	8.007
00:05:57.404	7.978
00:05:57.824	7.823
00:05:58.244	7.913
00:05:58.664	7.660
00:05:59.084	7.797
00:05:59.504	7.696
00:05:59.924	7.645
00:06:00.344	7.667
00:06:00.764	7.446
00:06:01.184	7.576
00:06:01.604	7.410
00:06:02.034	7.457
00:06:02.454	7.428
00:06:02.874	7.236
00:06:03.294	7.363
00:06:03.724	7.229
00:06:04.144	7.240
00:06:04.564	7.196
00:06:04.984	6.997
00:06:05.424	7.135
00:06:05.844	7.059
00:06:06.264	6.961
00:06:06.694	6.987
00:06:07.114	6.802
00:06:07.534	6.871
00:06:07.954	6.842
00:06:08.374	6.628
00:06:08.804	6.773
00:06:09.224	6.693
00:06:09.644	6.484
00:06:10.064	6.617
00:06:10.494	6.531
00:06:10.914	6.437
00:06:11.334	6.469
00:06:11.754	6.332
00:06:12.174	6.321
00:06:12.594	6.379
00:06:13.024	6.234
00:06:13.444	6.143
00:06:13.864	6.227
00:06:14.284	6.104
00:06:14.704	6.013
00:06:15.124	6.082
00:06:15.554	5.973
00:06:15.974	5.862
00:06:16.394	5.962
00:06:16.813	5.884
00:06:17.234	5.687
00:06:17.654	5.825
00:06:18.084	5.810
00:06:18.503	5.602
00:06:18.923	5.625
00:06:19.344	5.628
00:06:19.764	5.525
00:06:20.184	5.391
00:06:20.603	5.506
00:06:21.023	5.473
00:06:21.444	5.284
00:06:21.863	5.254
00:06:22.283	5.339
00:06:22.703	5.280
00:06:23.123	5.058
00:06:23.543	5.095
00:06:23.963	5.154
00:06:24.393	5.080
00:06:24.813	4.881
00:06:25.233	4.973
00:06:25.653	4.969
00:06:26.073	4.881
00:06:26.493	4.692
00:06:26.913	4.766
00:06:27.333	4.803
00:06:27.753	4.744
00:06:28.173	4.519
00:06:28.593	4.534
00:06:29.013	4.600
00:06:29.443	4.567
00:06:29.873	4.423
00:06:30.293	4.290
00:06:30.723	4.386
00:06:31.143	4.368
00:06:31.563	4.335
00:06:31.993	4.132
00:06:32.423	4.165
00:06:32.843	4.209
00:06:33.263	4.128
00:06:33.693	4.032
00:06:34.113	3.881
00:06:34.533	3.984
00:06:34.953	3.954
00:06:35.373	3.921
00:06:35.793	3.862
00:06:36.223	3.677
00:06:36.643	3.733
00:06:37.063	3.759
00:06:37.483	3.718
00:06:37.908	3.611
00:06:38.333	3.448
00:06:38.753	3.430
00:06:39.173	3.511
00:06:39.613	3.489
00:06:40.033	3.411
00:06:40.463	3.311
00:06:40.893	3.167
00:06:41.333	3.193
00:06:41.758	3.248
00:06:42.183	3.211
00:06:42.608	3.138
00:06:43.033	3.034
00:06:43.463	2.906
00:06:43.893	2.852
00:06:44.328	2.935
00:06:44.763	2.968
00:06:45.193	2.888
00:06:45.623	2.801
00:06:46.053	2.703
00:06:46.473	2.572
00:06:46.903	2.547
00:06:47.333	2.627
00:06:47.758	2.630
00:06:48.203	2.583
00:06:48.623	2.478
00:06:49.063	2.398
00:06:49.483	0.146
00:06:49.923	0.013
00:06:50.342	0.005
00:06:50.763	0.009
00:06:51.213	0.005
00:06:52.052	0.001
00:06:53.276	0.001
00:06:53.743	0.009
00:06:54.172	0.005
00:06:54.602	0.009
00:06:55.037	-0.002
00:06:55.482	0.009
00:06:55.922	-0.002
00:06:56.352	0.001
00:06:56.782	0.009
00:06:57.212	-0.010
00:06:57.632	-0.006
00:06:58.902	-0.002
00:06:59.332	0.001
00:06:59.777	-0.002
00:07:00.212	0.001
00:07:00.642	0.005
00:07:01.067	0.001
00:07:01.492	-0.006
00:07:01.932	0.005
00:07:02.372	0.001
00:07:02.832	-0.002
00:07:03.278	0.005
00:07:03.712	-0.002
00:07:04.147	0.009
00:07:04.577	-0.002
00:07:05.032	-0.006
00:07:05.452	0.005
00:07:05.882	-0.002
00:07:06.322	0.009
00:07:06.742	-0.010
00:07:07.177	0.001
00:07:08.062	0.005
00:07:08.492	-0.006
00:07:08.932	0.005
00:07:09.362	-0.002
00:07:09.792	0.005
00:07:10.652	0.009
00:07:11.092	0.005
00:07:11.547	-0.006
00:07:11.972	0.005
00:07:12.396	-0.006
