time	Pump B:Actual flow [µL/min]
00:03:40.253	-0.007
00:03:40.683	0.006
00:03:41.113	0.012
00:03:41.543	-0.014
00:03:41.973	0.018
00:03:42.833	0.025
00:03:43.263	0.006
00:03:43.693	0.018
00:03:44.123	-0.001
00:03:44.563	-0.007
00:03:44.993	-0.001
00:03:46.115	-0.001
00:03:46.713	0.006
00:03:47.143	0.012
00:03:47.573	-0.007
00:03:48.003	0.012
00:03:48.433	0.018
00:03:48.863	-0.007
00:03:49.293	0.012
00:03:50.153	-0.007
00:03:50.583	-0.001
00:03:51.013	-0.007
00:03:51.453	-0.014
00:03:51.883	0.006
00:03:52.313	-0.007
00:03:52.743	0.006
00:03:53.173	-0.014
00:03:54.033	-0.007
00:03:54.473	0.018
00:03:54.903	0.006
00:03:55.342	0.018
00:03:55.773	-0.001
00:03:56.203	0.006
00:03:56.633	-0.020
00:03:57.063	0.006
00:03:57.493	-0.014
00:03:57.923	-0.001
00:03:58.352	0.006
00:03:59.213	-0.014
00:03:59.643	0.012
00:04:00.073	0.006
00:04:00.942	0.031
00:04:01.372	-0.007
00:04:02.232	-0.001
00:04:03.092	-0.007
00:04:03.522	0.012
00:04:04.382	-0.001
00:04:04.812	-0.007
00:04:05.242	-0.001
00:04:05.672	-0.007
00:04:06.102	-0.001
00:04:06.532	-0.014
00:04:06.962	0.018
00:04:07.392	-0.014
00:04:07.822	-0.007
00:04:08.252	-0.001
00:04:09.122	-0.014
00:04:09.552	-0.001
00:04:10.412	-0.007
00:04:10.842	0.006
00:04:11.272	0.018
00:04:12.142	-0.014
00:04:12.572	-0.007
00:04:13.002	-0.001
00:04:13.432	-0.007
00:04:13.892	0.012
00:04:14.322	0.018
00:04:14.752	0.012
00:04:15.612	0.018
00:04:16.042	-0.007
00:04:16.472	-0.014
00:04:16.902	0.006
00:04:17.332	0.012
00:04:17.772	0.006
00:04:18.202	-0.014
00:04:19.062	0.012
00:04:19.922	0.006
00:04:20.352	-0.007
00:04:20.782	0.025
00:04:21.642	-0.014
00:04:22.082	-0.007
00:04:22.512	0.006
00:04:23.372	-0.014
00:04:23.802	0.006
00:04:24.232	0.012
00:04:24.662	-0.007
00:04:25.092	0.012
00:04:25.522	0.006
00:04:25.952	-0.020
00:04:26.382	-0.014
00:04:26.816	0.012
00:04:27.242	-0.020
00:04:27.662	-0.001
00:04:28.092	-0.007
00:04:28.522	0.006
00:04:28.952	-0.014
00:04:29.382	-0.007
00:04:29.812	0.018
00:04:30.242	-0.001
00:04:30.672	-0.014
00:04:31.102	0.012
00:04:31.532	-0.014
00:04:31.962	-0.007
00:04:32.392	0.006
00:04:32.821	-0.014
00:04:33.252	-0.007
00:04:33.682	-0.001
00:04:34.122	-0.007
00:04:34.552	0.006
00:04:34.981	-0.014
00:04:35.411	-0.007
00:04:35.841	-0.001
00:04:36.272	-0.014
00:04:36.701	-0.007
00:04:37.561	0.006
00:04:37.991	0.012
00:04:38.841	-0.007
00:04:39.701	-0.001
00:04:40.131	0.006
00:04:40.561	-0.014
00:04:40.991	0.012
00:04:41.422	-0.007
00:04:41.851	0.006
00:04:42.711	-0.007
00:04:43.141	0.012
00:04:43.571	-0.001
00:04:44.001	0.012
00:04:44.431	-0.001
00:04:44.834	-0.007
00:04:45.301	-0.001
00:04:45.721	-0.020
00:04:46.151	-0.001
00:04:46.581	-0.001
00:04:47.013	-0.001
00:04:48.446	0.006
00:04:48.871	-0.007
00:04:49.311	-0.065
00:04:49.731	0.324
00:04:50.151	0.496
00:04:50.571	0.776
00:04:50.991	0.865
00:04:51.411	1.084
00:04:51.831	1.268
00:04:52.261	1.406
00:04:52.681	1.662
00:04:53.101	1.800
00:04:53.521	1.793
00:04:53.941	2.153
00:04:54.361	2.397
00:04:54.781	2.404
00:04:55.211	2.411
00:04:55.631	2.404
00:04:56.051	2.370
00:04:56.481	2.356
00:04:56.901	2.683
00:04:57.321	2.764
00:04:57.741	2.812
00:04:58.161	2.866
00:04:58.581	2.907
00:04:59.001	2.955
00:04:59.421	3.200
00:04:59.841	3.256
00:05:00.261	3.284
00:05:00.681	3.312
00:05:01.101	3.362
00:05:01.521	3.658
00:05:01.941	3.700
00:05:02.371	3.834
00:05:02.791	3.778
00:05:03.210	3.799
00:05:03.631	4.032
00:05:04.051	4.076
00:05:04.491	4.127
00:05:04.911	4.170
00:05:05.330	4.425
00:05:05.751	4.447
00:05:06.170	4.396
00:05:06.591	4.497
00:05:07.011	4.672
00:05:07.441	4.832
00:05:07.861	4.708
00:05:08.280	5.036
00:05:08.710	4.999
00:05:09.130	5.014
00:05:09.550	5.104
00:05:09.971	5.277
00:05:10.390	5.435
00:05:10.810	5.247
00:05:11.230	5.518
00:05:11.650	5.578
00:05:12.070	5.525
00:05:12.490	5.879
00:05:12.910	5.909
00:05:13.330	5.759
00:05:13.750	6.086
00:05:14.170	6.203
00:05:14.590	6.125
00:05:15.010	6.242
00:05:15.430	6.304
00:05:15.850	6.453
00:05:16.270	6.609
00:05:16.700	6.437
00:05:17.120	6.758
00:05:17.540	6.836
00:05:17.960	6.758
00:05:18.380	6.953
00:05:18.800	6.977
00:05:19.220	7.266
00:05:19.640	7.219
00:05:20.060	7.079
00:05:20.480	7.477
00:05:20.900	7.321
00:05:21.320	7.603
00:05:21.750	7.649
00:05:22.170	7.634
00:05:22.590	7.837
00:05:23.010	7.806
00:05:23.430	7.962
00:05:23.850	7.845
00:05:24.270	8.078
00:05:24.690	7.908
00:05:25.110	7.986
00:05:25.530	7.915
00:05:25.950	7.767
00:05:26.370	7.845
00:05:26.790	7.649
00:05:27.210	7.845
00:05:27.630	7.735
00:05:28.050	7.767
00:05:28.470	7.689
00:05:28.890	7.485
00:05:29.310	7.634
00:05:29.730	7.517
00:05:30.150	7.665
00:05:30.570	7.540
00:05:30.990	7.399
00:05:31.410	7.477
00:05:31.830	7.376
00:05:32.250	7.462
00:05:32.670	7.415
00:05:33.090	7.196
00:05:33.510	7.337
00:05:33.930	7.258
00:05:34.350	7.344
00:05:34.770	7.251
00:05:35.190	7.055
00:05:35.610	7.282
00:05:36.030	7.118
00:05:36.450	7.040
00:05:36.870	7.071
00:05:37.290	7.024
00:05:37.709	7.126
00:05:38.130	7.079
00:05:38.550	6.758
00:05:38.980	6.993
00:05:39.400	6.938
00:05:39.819	6.774
00:05:40.240	6.891
00:05:40.660	6.680
00:05:41.080	6.836
00:05:41.500	6.766
00:05:41.930	6.617
00:05:42.349	6.797
00:05:42.769	6.695
00:05:43.199	6.430
00:05:43.619	6.617
00:05:44.039	6.633
00:05:44.459	6.351
00:05:44.879	6.570
00:05:45.299	6.469
00:05:45.719	6.375
00:05:46.139	6.406
00:05:46.559	6.390
00:05:46.989	6.422
00:05:47.409	6.281
00:05:47.829	6.258
00:05:48.249	6.242
00:05:48.669	6.304
00:05:49.089	6.015
00:05:49.509	6.273
00:05:49.929	6.140
00:05:50.349	5.992
00:05:50.769	6.156
00:05:51.189	6.125
00:05:51.609	5.864
00:05:52.029	6.117
00:05:52.449	6.007
00:05:52.869	5.819
00:05:53.289	5.977
00:05:53.709	5.954
00:05:54.129	5.661
00:05:54.549	5.909
00:05:54.969	5.857
00:05:55.389	5.563
00:05:55.809	5.796
00:05:56.229	5.759
00:05:56.649	5.608
00:05:57.069	5.729
00:05:57.489	5.683
00:05:57.909	5.495
00:05:58.339	5.653
00:05:58.759	5.503
00:05:59.179	5.495
00:05:59.599	5.345
00:06:00.019	5.450
00:06:00.439	5.435
00:06:00.859	5.209
00:06:01.289	5.495
00:06:01.709	5.360
00:06:02.129	5.157
00:06:02.549	5.277
00:06:02.969	5.239
00:06:03.389	5.172
00:06:03.809	5.051
00:06:04.229	5.262
00:06:04.649	5.127
00:06:05.076	4.897
00:06:05.489	5.097
00:06:05.909	5.021
00:06:06.329	5.044
00:06:06.749	4.824
00:06:07.179	4.999
00:06:07.599	4.926
00:06:08.019	4.752
00:06:08.449	4.846
00:06:08.869	4.824
00:06:09.289	4.839
00:06:09.709	4.614
00:06:10.134	4.766
00:06:10.549	4.708
00:06:10.969	4.657
00:06:11.399	4.461
00:06:11.819	4.679
00:06:12.238	4.563
00:06:12.659	4.548
00:06:13.079	4.359
00:06:13.499	4.512
00:06:13.919	4.454
00:06:14.339	4.425
00:06:14.759	4.207
00:06:15.178	4.396
00:06:15.599	4.352
00:06:16.019	4.309
00:06:16.439	4.170
00:06:17.278	4.243
00:06:17.698	4.229
00:06:18.118	4.069
00:06:18.538	3.975
00:06:18.958	4.163
00:06:19.378	4.047
00:06:19.798	4.040
00:06:20.218	3.919
00:06:20.638	3.869
00:06:21.058	3.947
00:06:21.478	3.954
00:06:21.898	3.834
00:06:22.318	3.721
00:06:22.738	3.869
00:06:23.158	3.876
00:06:23.578	3.778
00:06:23.998	3.742
00:06:24.418	3.587
00:06:24.838	3.651
00:06:25.258	3.728
00:06:25.678	3.623
00:06:26.098	3.573
00:06:26.518	3.425
00:06:26.938	3.460
00:06:27.358	3.580
00:06:27.778	3.475
00:06:28.198	3.432
00:06:28.618	3.355
00:06:29.038	3.256
00:06:29.458	3.305
00:06:29.878	3.390
00:06:30.298	3.319
00:06:30.718	3.263
00:06:31.138	3.136
00:06:31.568	3.066
00:06:31.988	3.207
00:06:32.408	3.200
00:06:32.828	3.143
00:06:33.248	3.052
00:06:33.668	2.975
00:06:34.088	2.900
00:06:34.508	3.073
00:06:34.928	2.961
00:06:35.348	2.907
00:06:35.768	2.880
00:06:36.188	2.819
00:06:36.608	2.717
00:06:37.028	2.764
00:06:37.448	2.853
00:06:37.888	2.791
00:06:38.308	2.723
00:06:38.728	2.656
00:06:39.148	2.608
00:06:39.568	2.520
00:06:39.988	2.581
00:06:40.408	2.635
00:06:40.828	2.601
00:06:41.248	2.472
00:06:41.668	2.424
00:06:42.088	2.404
00:06:42.508	2.356
00:06:42.928	2.295
00:06:43.348	2.356
00:06:43.768	2.384
00:06:44.188	2.336
00:06:44.607	2.241
00:06:45.028	2.193
00:06:45.448	2.200
00:06:45.877	2.125
00:06:46.297	2.044
00:06:46.717	2.037
00:06:47.137	2.125
00:06:47.558	2.112
00:06:47.978	2.091
00:06:48.398	1.944
00:06:48.817	1.924
00:06:49.238	1.911
00:06:49.657	1.878
00:06:50.077	1.859
00:06:50.497	1.793
00:06:50.928	1.767
00:06:51.347	1.800
00:06:51.767	1.832
00:06:52.187	1.734
00:06:52.607	1.675
00:06:53.037	1.596
00:06:53.457	1.603
00:06:53.877	0.146
00:06:54.297	0.006
00:06:55.147	-0.020
00:06:55.568	-0.014
00:06:55.987	0.012
00:06:56.407	-0.014
00:06:56.827	-0.007
00:06:57.247	0.006
00:06:57.667	-0.014
00:06:58.087	-0.007
00:06:59.347	-0.001
00:07:00.801	-0.001
00:07:01.037	-0.007
00:07:01.457	0.006
00:07:01.877	0.012
00:07:02.297	-0.007
00:07:02.717	0.006
00:07:03.137	0.025
00:07:03.557	0.012
00:07:03.977	-0.014
00:07:04.397	-0.026
00:07:04.817	-0.001
00:07:05.870	-0.001
00:07:06.077	-0.007
00:07:06.497	-0.014
00:07:06.917	0.012
00:07:07.337	-0.007
00:07:07.757	0.025
00:07:08.187	0.006
00:07:08.607	-0.014
00:07:09.027	-0.001
00:07:09.447	0.012
00:07:09.877	-0.007
00:07:10.297	-0.014
00:07:10.717	-0.007
00:07:11.137	0.012
00:07:11.557	0.006
00:07:11.977	0.025
00:07:12.397	0.006
00:07:12.817	0.012
00:07:13.237	-0.007
00:07:14.077	-0.001
00:07:14.497	-0.014
00:07:14.917	-0.001
00:07:15.337	-0.007
00:07:16.197	0.006
00:07:16.617	-0.001
00:07:17.117	-0.014
