time	Pump C:Displacement [µL]
00:05:50.839	20.670
00:05:51.259	20.770
00:05:51.679	20.880
00:05:52.099	20.980
00:05:52.519	21.080
00:05:52.939	21.190
00:05:53.359	21.290
00:05:53.779	21.390
00:05:54.199	21.490
00:05:54.619	21.590
00:05:55.039	21.690
00:05:55.459	21.790
00:05:55.879	21.890
00:05:56.299	21.990
00:05:56.719	22.080
00:05:57.139	22.180
00:05:57.559	22.280
00:05:57.979	22.370
00:05:58.409	22.470
00:05:58.829	22.570
00:05:59.249	22.660
00:05:59.669	22.750
00:06:00.089	22.840
00:06:00.509	22.930
00:06:00.929	23.020
00:06:01.359	23.120
00:06:01.779	23.200
00:06:02.199	23.300
00:06:02.619	23.390
00:06:03.039	23.470
00:06:03.459	23.560
00:06:03.879	23.650
00:06:04.299	23.730
00:06:04.719	23.820
00:06:05.139	23.910
00:06:05.559	23.990
00:06:05.979	24.070
00:06:06.399	24.160
00:06:06.819	24.240
00:06:07.249	24.320
00:06:07.669	24.410
00:06:08.100	24.490
00:06:08.519	24.580
00:06:08.939	24.660
00:06:09.359	24.740
00:06:09.779	24.820
00:06:10.199	24.900
00:06:10.619	24.980
00:06:11.039	25.060
00:06:11.469	25.140
00:06:11.889	25.220
00:06:12.309	25.300
00:06:12.729	25.380
00:06:13.149	25.450
00:06:13.569	25.530
00:06:13.989	25.600
00:06:14.409	25.680
00:06:14.829	25.760
00:06:15.248	25.830
00:06:15.669	25.900
00:06:16.089	25.980
00:06:16.509	26.050
00:06:16.929	26.120
00:06:17.348	26.200
00:06:17.769	26.270
00:06:18.188	26.340
00:06:18.608	26.400
00:06:19.028	26.470
00:06:19.448	26.550
00:06:19.869	26.610
00:06:20.288	26.680
00:06:20.708	26.740
00:06:21.128	26.810
00:06:21.548	26.870
00:06:21.968	26.940
00:06:22.388	27.000
00:06:22.808	27.070
00:06:23.228	27.130
00:06:23.648	27.190
00:06:24.068	27.260
00:06:24.488	27.320
00:06:24.908	27.380
00:06:25.328	27.440
00:06:25.748	27.500
00:06:26.168	27.570
00:06:26.588	27.620
00:06:27.008	27.680
00:06:27.428	27.740
00:06:27.848	27.800
00:06:28.268	27.850
00:06:28.688	27.910
00:06:29.108	27.970
00:06:29.528	28.020
00:06:29.948	28.080
00:06:30.368	28.130
00:06:30.788	28.190
00:06:31.208	28.240
00:06:31.638	28.290
00:06:32.058	28.340
00:06:32.478	28.390
00:06:32.898	28.440
00:06:33.318	28.490
00:06:33.738	28.540
00:06:34.158	28.590
00:06:34.578	28.640
00:06:34.998	28.690
00:06:35.418	28.730
00:06:35.838	28.780
00:06:36.258	28.830
00:06:36.678	28.870
00:06:37.098	28.920
00:06:37.525	28.960
00:06:37.958	29.010
00:06:38.378	29.060
00:06:38.798	29.100
00:06:39.218	29.140
00:06:39.638	29.190
00:06:40.058	29.230
00:06:40.478	29.270
00:06:40.898	29.310
00:06:41.318	29.350
00:06:41.738	29.390
00:06:42.158	29.430
00:06:42.578	29.470
00:06:42.998	29.510
00:06:43.418	29.550
00:06:43.838	29.590
00:06:44.258	29.620
00:06:44.678	29.660
00:06:45.098	29.700
00:06:45.518	29.730
00:06:45.947	29.770
00:06:46.367	29.810
00:06:46.788	29.840
00:06:47.208	29.870
00:06:47.628	29.910
00:06:48.048	29.940
00:06:48.468	29.970
00:06:48.888	30.000
00:06:49.308	30.040
00:06:49.727	30.070
00:06:50.147	30.100
00:06:50.568	30.120
00:06:50.998	30.160
00:06:51.418	30.190
00:06:51.837	30.210
00:06:52.257	30.240
00:06:52.678	30.270
00:06:53.107	30.300
00:06:53.527	30.320
00:06:53.947	30.330
00:07:17.277	30.330
