time	Pump HP:Displacement [µL]
00:04:56.271	16.410
00:04:56.691	16.430
00:04:57.111	16.440
00:04:57.531	16.450
00:04:57.951	16.470
00:04:58.371	16.480
00:04:58.791	16.500
00:04:59.211	16.510
00:04:59.631	16.520
00:05:00.051	16.540
00:05:00.471	16.550
00:05:00.891	16.560
00:05:01.311	16.580
00:05:01.731	16.590
00:05:02.151	16.610
00:05:02.581	16.620
00:05:03.001	16.630
00:05:03.421	16.650
00:05:03.841	16.660
00:05:04.266	16.680
00:05:04.701	16.690
00:05:05.121	16.700
00:05:05.541	16.720
00:05:05.961	16.730
00:05:06.380	16.750
00:05:06.801	16.760
00:05:07.221	16.770
00:05:07.651	16.790
00:05:08.071	16.800
00:05:08.501	16.820
00:05:08.921	16.830
00:05:09.340	16.850
00:05:09.760	16.860
00:05:10.180	16.870
00:05:10.600	16.890
00:05:11.020	16.900
00:05:11.440	16.920
00:05:11.860	16.930
00:05:12.280	16.940
00:05:12.700	16.960
00:05:13.120	16.970
00:05:13.540	16.980
00:05:13.960	17.000
00:05:14.380	17.010
00:05:14.800	17.030
00:05:15.220	17.040
00:05:15.640	17.050
00:05:16.060	17.070
00:05:16.490	17.080
00:05:16.910	17.100
00:05:17.330	17.110
00:05:17.750	17.130
00:05:18.170	17.140
00:05:18.590	17.150
00:05:19.010	17.170
00:05:19.430	17.180
00:05:19.850	17.200
00:05:20.270	17.210
00:05:20.690	17.220
00:05:21.110	17.240
00:05:21.530	17.250
00:05:21.960	17.270
00:05:22.380	17.280
00:05:22.800	17.290
00:05:23.220	17.310
00:05:23.640	17.320
00:05:24.060	17.340
00:05:24.480	17.350
00:05:24.900	17.360
00:05:25.320	17.380
00:05:25.740	17.390
00:05:26.160	17.410
00:05:26.580	17.420
00:05:27.000	17.430
00:05:27.420	17.450
00:05:27.840	17.460
00:05:28.260	17.470
00:05:28.680	17.490
00:05:29.100	17.500
00:05:29.520	17.510
00:05:29.940	17.530
00:05:30.360	17.540
00:05:30.780	17.560
00:05:31.200	17.570
00:05:31.620	17.580
00:05:32.040	17.600
00:05:32.460	17.610
00:05:32.880	17.630
00:05:33.300	17.640
00:05:33.720	17.650
00:05:34.140	17.670
00:05:34.560	17.680
00:05:34.980	17.690
00:05:35.400	17.710
00:05:35.820	17.720
00:05:36.240	17.730
00:05:36.660	17.750
00:05:37.080	17.760
00:05:37.500	17.780
00:05:37.920	17.790
00:05:38.340	17.800
00:05:38.770	17.820
00:05:39.189	17.830
00:05:39.610	17.840
00:05:40.030	17.860
00:05:40.450	17.870
00:05:40.870	17.890
00:05:41.290	17.900
00:05:41.710	17.910
00:05:42.139	17.930
00:05:42.560	17.940
00:05:42.989	17.950
00:05:43.409	17.970
00:05:43.829	17.980
00:05:44.249	18.000
00:05:44.669	18.010
00:05:45.089	18.020
00:05:45.509	18.040
00:05:45.929	18.050
00:05:46.349	18.070
00:05:46.769	18.080
00:05:47.199	18.090
00:05:47.619	18.110
00:05:48.039	18.120
00:05:48.459	18.140
00:05:48.879	18.150
00:05:49.299	18.160
00:05:49.719	18.180
00:05:50.139	18.190
00:05:50.559	18.200
00:05:50.979	18.220
00:05:51.399	18.230
00:05:51.819	18.250
00:05:52.239	18.260
00:05:52.659	18.270
00:05:53.079	18.290
00:05:53.499	18.300
00:05:53.919	18.310
00:05:54.339	18.330
00:05:54.759	18.340
00:05:55.179	18.360
00:05:55.599	18.370
00:05:56.020	18.390
00:05:56.439	18.400
00:05:56.859	18.410
00:05:57.279	18.430
00:05:57.699	18.440
00:05:58.129	18.450
00:05:58.549	18.470
00:05:58.969	18.480
00:05:59.389	18.490
00:05:59.809	18.510
00:06:00.229	18.520
00:06:00.649	18.540
00:06:01.079	18.550
00:06:01.499	18.570
00:06:01.919	18.580
00:06:02.339	18.600
00:06:02.759	18.610
00:06:03.179	18.620
00:06:03.599	18.640
00:06:04.019	18.650
00:06:04.439	18.660
00:06:04.859	18.680
00:06:05.279	18.690
00:06:05.699	18.700
00:06:06.119	18.720
00:06:06.539	18.730
00:06:06.959	18.750
00:06:07.389	18.760
00:06:07.809	18.770
00:06:08.239	18.790
00:06:08.659	18.800
00:06:09.079	18.820
00:06:09.499	18.830
00:06:09.919	18.840
00:06:10.339	18.860
00:06:10.759	18.870
00:06:11.183	18.890
00:06:11.609	18.900
00:06:12.029	18.920
00:06:12.449	18.930
00:06:12.869	18.940
00:06:13.288	18.960
00:06:13.709	18.970
00:06:14.129	18.990
00:06:14.549	19.000
00:06:14.969	19.010
00:06:15.389	19.030
00:06:15.809	19.040
00:06:16.228	19.060
00:06:16.649	19.070
00:06:17.069	19.080
00:06:17.489	19.100
00:06:17.908	19.110
00:06:18.328	19.120
00:06:18.748	19.140
00:06:19.169	19.150
00:06:19.588	19.170
00:06:20.008	19.180
00:06:20.428	19.190
00:06:20.848	19.210
00:06:21.268	19.220
00:06:21.688	19.240
00:06:22.108	19.250
00:06:22.528	19.260
00:06:22.948	19.280
00:06:23.368	19.290
00:06:23.788	19.310
00:06:24.208	19.320
00:06:24.628	19.330
00:06:25.048	19.350
00:06:25.468	19.360
00:06:25.888	19.370
00:06:26.308	19.390
00:06:26.728	19.400
00:06:27.148	19.420
00:06:27.568	19.430
00:06:27.988	19.440
00:06:28.408	19.460
00:06:28.828	19.470
00:06:29.248	19.480
00:06:29.668	19.500
00:06:30.088	19.510
00:06:30.508	19.530
00:06:30.928	19.540
00:06:31.348	19.550
00:06:31.778	19.570
00:06:32.198	19.580
00:06:32.618	19.600
00:06:33.038	19.610
00:06:33.458	19.620
00:06:33.878	19.640
00:06:34.298	19.650
00:06:34.718	19.660
00:06:35.138	19.680
00:06:35.558	19.690
00:06:35.978	19.700
00:06:36.398	19.720
00:06:36.818	19.730
00:06:37.238	19.750
00:06:37.678	19.760
00:06:38.098	19.770
00:06:38.518	19.790
00:06:38.938	19.800
00:06:39.358	19.810
00:06:39.778	19.830
00:06:40.198	19.840
00:06:40.618	19.850
00:06:41.038	19.870
00:06:41.458	19.880
00:06:41.878	19.890
00:06:42.298	19.910
00:06:42.718	19.920
00:06:43.138	19.930
00:06:43.558	19.950
00:06:43.978	19.960
00:06:44.398	19.970
00:06:44.818	19.990
00:06:45.238	20.010
00:06:45.677	20.040
00:06:46.087	20.060
00:06:46.508	20.090
00:06:46.928	20.130
00:06:47.348	20.160
00:06:47.767	20.200
00:06:48.188	20.240
00:06:48.608	20.290
00:06:49.028	20.330
00:06:49.447	20.380
00:06:49.868	20.420
00:06:50.288	20.470
00:06:50.717	20.520
00:06:51.137	20.570
00:06:51.558	20.620
00:06:51.978	20.670
00:06:52.397	20.730
00:06:52.827	20.780
00:06:53.247	20.840
00:06:53.677	20.900
00:06:54.087	20.950
00:06:54.507	21.010
00:06:54.937	21.070
00:06:55.357	21.130
00:06:55.797	21.190
00:06:56.197	21.250
00:06:56.617	21.310
00:06:57.037	21.370
00:06:57.457	21.430
00:06:57.877	21.490
00:06:58.297	21.550
00:06:58.717	21.610
00:06:59.137	21.680
00:06:59.557	21.740
00:06:59.977	21.800
00:07:00.397	21.860
00:07:00.817	21.930
00:07:01.247	21.990
00:07:01.667	22.060
00:07:02.087	22.120
00:07:02.507	22.190
00:07:02.927	22.250
00:07:03.347	22.320
00:07:03.767	22.380
00:07:04.187	22.450
00:07:04.607	22.520
00:07:05.027	22.580
00:07:05.447	22.640
00:07:05.867	22.690
00:07:06.287	22.740
00:07:06.707	22.790
00:07:07.127	22.840
00:07:07.547	22.880
00:07:07.977	22.930
00:07:08.397	22.970
00:07:08.817	23.010
00:07:09.237	23.050
00:07:09.667	23.090
00:07:10.087	23.120
00:07:10.507	23.160
00:07:10.927	23.190
00:07:11.347	23.230
00:07:11.767	23.260
00:07:12.187	23.290
00:07:12.607	23.320
00:07:13.027	23.350
00:07:13.447	23.380
00:07:13.867	23.410
00:07:14.287	23.440
00:07:14.707	23.470
00:07:15.127	23.500
00:07:15.547	23.530
00:07:15.977	23.560
00:07:16.407	23.590
00:07:16.877	23.600
