time	Pump HP:Pressure [bar]
00:01:39.707	324.400
00:01:40.177	323.600
00:01:40.637	321.800
00:01:41.107	320.100
00:01:41.567	318.400
00:01:42.037	316.600
00:01:42.506	314.900
00:01:42.977	313.200
00:01:43.446	311.400
00:01:43.917	309.700
00:01:44.397	308.000
00:01:44.857	306.200
00:01:45.327	304.500
00:01:45.771	302.800
00:01:46.196	301.100
00:01:46.646	299.300
00:01:47.116	297.600
00:01:47.586	295.900
00:01:48.056	294.100
00:01:48.527	292.400
00:01:48.996	290.700
00:01:49.466	288.900
00:01:49.936	287.200
00:01:50.406	285.500
00:01:50.876	283.700
00:01:51.346	282.000
00:01:51.806	280.300
00:01:52.276	279.400
00:01:52.746	276.800
00:01:53.216	275.100
00:01:53.686	274.200
00:01:54.156	272.500
00:01:54.626	270.800
00:01:55.096	269.000
00:01:55.566	267.300
00:01:56.036	265.600
00:01:56.506	263.800
00:01:56.976	262.100
00:01:57.446	260.400
00:01:57.916	258.700
00:01:58.386	256.900
00:01:58.856	255.200
00:01:59.326	253.500
00:01:59.796	252.600
00:02:00.266	250.900
00:02:00.736	249.100
00:02:01.206	247.400
00:02:01.676	245.700
00:02:02.146	243.900
00:02:02.616	242.200
00:02:03.086	240.500
00:02:03.556	238.700
00:02:04.026	237.000
00:02:04.496	236.200
00:02:04.966	234.400
00:02:05.436	232.700
00:02:05.956	230.100
00:02:06.436	229.200
00:02:06.906	227.500
00:02:07.376	225.800
00:02:07.836	224.000
00:02:08.306	222.300
00:02:08.776	220.600
00:02:09.246	218.800
00:02:09.716	218.000
00:02:10.186	216.300
00:02:10.656	214.500
00:02:11.126	212.800
00:02:11.621	211.100
00:02:12.066	209.300
00:02:12.536	207.600
00:02:13.006	205.900
00:02:13.476	204.100
00:02:13.945	202.400
00:02:14.416	200.700
00:02:14.891	198.900
00:02:15.356	197.200
00:02:15.826	195.500
00:02:16.296	194.600
00:02:16.766	192.900
00:02:17.236	191.200
00:02:17.705	189.400
00:02:18.176	188.600
00:02:18.651	186.000
00:02:19.095	184.200
00:02:19.565	182.500
00:02:20.035	180.800
00:02:20.505	179.000
00:02:20.975	177.300
00:02:21.445	175.600
00:02:21.915	173.800
00:02:22.385	172.100
00:02:22.855	170.400
00:02:23.325	168.700
00:02:23.795	167.800
00:02:24.265	166.100
00:02:25.205	165.200
00:02:25.675	164.300
00:02:26.145	163.500
00:02:27.090	162.600
00:02:28.025	161.700
00:02:28.965	160.900
00:02:30.065	160.900
00:02:30.845	160.000
00:02:32.095	160.000
00:02:32.255	159.100
00:02:36.145	159.100
00:02:36.945	158.300
00:02:57.446	158.300
00:02:57.814	159.100
00:02:58.244	158.300
00:02:59.466	158.300
00:02:59.544	159.100
00:02:59.974	158.300
00:03:00.834	159.100
00:03:01.264	158.300
00:03:02.516	158.300
00:03:02.554	159.100
00:03:31.915	159.100
00:03:32.703	160.000
00:03:33.143	159.100
00:03:34.863	160.000
00:03:35.293	159.100
00:03:38.005	159.100
00:03:38.733	160.000
00:03:39.163	159.100
00:03:39.593	160.000
00:04:19.574	160.000
00:04:20.132	160.900
00:04:20.992	160.000
00:04:21.422	160.900
00:04:21.862	160.000
00:04:24.644	160.000
00:04:25.302	160.900
00:04:26.162	160.000
00:04:26.592	160.900
00:04:27.022	160.000
00:04:27.872	160.900
00:04:29.162	160.000
00:04:29.592	160.900
00:04:30.022	160.000
00:04:30.452	160.900
00:04:31.312	160.000
00:04:32.754	160.000
00:04:33.032	160.900
00:04:33.462	160.000
00:04:33.891	160.900
00:04:34.332	160.000
00:04:34.762	160.900
00:04:39.854	160.900
00:04:39.911	160.000
00:04:40.771	160.900
00:04:44.924	160.900
00:04:45.071	160.000
00:04:45.511	160.900
00:04:56.084	160.900
00:04:56.271	160.000
00:04:56.691	160.900
00:04:57.111	160.000
00:04:57.531	160.900
00:05:00.134	160.900
00:05:00.471	160.000
00:05:00.891	160.900
00:05:02.164	160.900
00:05:03.001	160.000
00:05:05.204	160.000
00:05:05.961	160.900
00:05:06.801	160.000
00:05:07.651	160.900
00:05:08.071	160.000
00:05:09.264	160.000
00:05:09.340	160.900
00:05:09.760	160.000
00:05:12.325	160.000
00:05:13.120	160.900
00:05:13.540	160.000
00:05:13.960	160.900
00:05:14.800	160.000
00:05:16.363	160.000
00:05:16.910	160.900
00:05:17.750	160.000
00:05:19.010	160.900
00:05:19.430	160.000
00:05:21.110	160.900
00:05:21.530	160.000
00:05:22.800	160.900
00:05:23.220	160.000
00:05:27.514	160.000
00:05:27.840	160.900
00:05:28.680	160.000
00:05:31.573	160.000
00:05:32.460	160.900
00:05:32.880	160.000
00:05:59.962	160.000
00:06:00.229	159.100
00:06:01.499	160.000
00:06:05.032	160.000
00:06:05.699	159.100
00:06:06.539	160.000
00:06:08.072	160.000
00:06:09.079	159.100
00:06:21.252	159.100
00:06:22.108	158.300
00:06:22.528	159.100
00:06:22.948	158.300
00:06:23.368	159.100
00:06:23.788	158.300
00:06:24.208	159.100
00:06:24.628	158.300
00:06:29.362	158.300
00:06:29.668	157.400
00:06:30.088	158.300
00:06:31.348	157.400
00:06:31.778	158.300
00:06:32.198	157.400
00:06:35.452	157.400
00:06:36.398	156.500
00:06:36.818	157.400
00:06:39.501	157.400
00:06:39.778	156.500
00:06:40.198	157.400
00:06:40.618	156.500
00:06:44.571	156.500
00:06:45.238	157.400
00:06:45.677	158.300
00:06:46.087	159.100
00:06:46.508	160.900
00:06:46.928	162.600
00:06:47.348	165.200
00:06:47.767	166.900
00:06:48.188	169.500
00:06:48.608	172.100
00:06:49.028	174.700
00:06:49.447	177.300
00:06:49.868	180.800
00:06:50.288	183.400
00:06:50.717	186.000
00:06:51.137	189.400
00:06:51.558	192.900
00:06:51.978	195.500
00:06:52.397	198.900
00:06:52.827	202.400
00:06:53.247	205.900
00:06:53.677	209.300
00:06:54.087	212.800
00:06:54.507	216.300
00:06:54.937	219.700
00:06:55.357	223.200
00:06:55.797	227.500
00:06:56.197	231.000
00:06:56.617	234.400
00:06:57.037	237.900
00:06:57.457	241.300
00:06:57.877	244.800
00:06:58.297	248.300
00:06:58.717	252.600
00:06:59.137	256.100
00:06:59.557	259.500
00:06:59.977	263.000
00:07:00.397	267.300
00:07:00.817	269.900
00:07:01.247	274.200
00:07:01.667	277.700
00:07:02.087	281.200
00:07:02.507	284.600
00:07:02.927	288.100
00:07:03.347	291.500
00:07:03.767	295.900
00:07:04.187	299.300
00:07:04.607	301.900
00:07:05.027	305.400
00:07:05.447	308.000
00:07:05.867	309.700
00:07:06.287	312.300
00:07:06.707	314.000
00:07:07.127	314.900
00:07:07.547	316.600
00:07:07.977	317.500
00:07:08.397	318.400
00:07:08.817	319.200
00:07:09.237	320.100
00:07:10.087	321.000
00:07:11.767	321.800
00:07:12.607	321.000
00:07:13.980	321.000
00:07:14.707	320.100
00:07:15.547	319.200
00:07:16.877	317.500
